"","msa.fips","year","earnings.by.place.of.work"
"new.row.10838","45060",2007,17778360
"new.row.10839","45060",2008,18321704
"new.row.10840","45060",2009,18274846
"new.row.10841","45060",2010,18714378
"new.row.10842","45060",2011,19144998
"new.row.10843","45060",2012,19734634
"new.row.10844","45060",2013,19987820
"new.row.10845","46540",1969,1036616
"new.row.10846","46540",1970,1087810
"new.row.10847","46540",1971,1138554
"new.row.10848","46540",1972,1193790
"new.row.10849","46540",1973,1293504
"new.row.10850","46540",1974,1360799
"new.row.10851","46540",1975,1410764
"new.row.10852","46540",1976,1496523
"new.row.10853","46540",1977,1581902
"new.row.10854","46540",1978,1742923
"new.row.10855","46540",1979,1898554
"new.row.10856","46540",1980,2046385
"new.row.10857","46540",1981,2208305
"new.row.10858","46540",1982,2332318
"new.row.10859","46540",1983,2454652
"new.row.10860","46540",1984,2729336
"new.row.10861","46540",1985,2870419
"new.row.10862","46540",1986,3017661
"new.row.10863","46540",1987,3196374
"new.row.10864","46540",1988,3450994
"new.row.10865","46540",1989,3631370
"new.row.10866","46540",1990,3842651
"new.row.10867","46540",1991,3885793
"new.row.10868","46540",1992,4122155
"new.row.10869","46540",1993,4217073
"new.row.10870","46540",1994,4307443
"new.row.10871","46540",1995,4307165
"new.row.10872","46540",1996,4322625
"new.row.10873","46540",1997,4487831
"new.row.10874","46540",1998,4632556
"new.row.10875","46540",1999,4951479
"new.row.10876","46540",2000,5177293
"new.row.10877","46540",2001,5273425
"new.row.10878","46540",2002,5368414
"new.row.10879","46540",2003,5559579
"new.row.10880","46540",2004,5834248
"new.row.10881","46540",2005,6022083
"new.row.10882","46540",2006,6302414
"new.row.10883","46540",2007,6584683
"new.row.10884","46540",2008,6826790
"new.row.10885","46540",2009,6886136
"new.row.10886","46540",2010,7093127
"new.row.10887","46540",2011,7189579
"new.row.10888","46540",2012,7309249
"new.row.10889","46540",2013,7423971
"new.row.10890","48060",1969,233476
"new.row.10891","48060",1970,247844
"new.row.10892","48060",1971,260714
"new.row.10893","48060",1972,272513
"new.row.10894","48060",1973,291746
"new.row.10895","48060",1974,309675
"new.row.10896","48060",1975,325031
"new.row.10897","48060",1976,348528
"new.row.10898","48060",1977,368370
"new.row.10899","48060",1978,419255
"new.row.10900","48060",1979,467334
"new.row.10901","48060",1980,504875
"new.row.10902","48060",1981,535926
"new.row.10903","48060",1982,565644
"new.row.10904","48060",1983,606646
"new.row.10905","48060",1984,684747
"new.row.10906","48060",1985,755532
"new.row.10907","48060",1986,858585
"new.row.10908","48060",1987,1078665
"new.row.10909","48060",1988,1294775
"new.row.10910","48060",1989,1444532
"new.row.10911","48060",1990,1480106
"new.row.10912","48060",1991,1530497
"new.row.10913","48060",1992,1595245
"new.row.10914","48060",1993,1576019
"new.row.10915","48060",1994,1618814
"new.row.10916","48060",1995,1657033
"new.row.10917","48060",1996,1698072
"new.row.10918","48060",1997,1746821
"new.row.10919","48060",1998,1819538
"new.row.10920","48060",1999,1898536
"new.row.10921","48060",2000,1989836
"new.row.10922","48060",2001,2055817
"new.row.10923","48060",2002,2156460
"new.row.10924","48060",2003,2333146
"new.row.10925","48060",2004,2524657
"new.row.10926","48060",2005,2862004
"new.row.10927","48060",2006,3227745
"new.row.10928","48060",2007,3395190
"new.row.10929","48060",2008,3614133
"new.row.10930","48060",2009,3745260
"new.row.10931","48060",2010,3986688
"new.row.10932","48060",2011,4138902
"new.row.10933","48060",2012,4053777
"new.row.10934","48060",2013,3992522
"new.row.10935","11700",1969,594600
"new.row.10936","11700",1970,625190
"new.row.10937","11700",1971,683259
"new.row.10938","11700",1972,780262
"new.row.10939","11700",1973,896639
"new.row.10940","11700",1974,954843
"new.row.10941","11700",1975,975835
"new.row.10942","11700",1976,1106572
"new.row.10943","11700",1977,1250198
"new.row.10944","11700",1978,1417270
"new.row.10945","11700",1979,1558660
"new.row.10946","11700",1980,1705374
"new.row.10947","11700",1981,1862283
"new.row.10948","11700",1982,1929458
"new.row.10949","11700",1983,2119462
"new.row.10950","11700",1984,2371157
"new.row.10951","11700",1985,2529338
"new.row.10952","11700",1986,2685094
"new.row.10953","11700",1987,2911618
"new.row.10954","11700",1988,3194911
"new.row.10955","11700",1989,3381704
"new.row.10956","11700",1990,3613358
"new.row.10957","11700",1991,3787688
"new.row.10958","11700",1992,4130783
"new.row.10959","11700",1993,4417422
"new.row.10960","11700",1994,4661572
"new.row.10961","11700",1995,4902568
"new.row.10962","11700",1996,5128385
"new.row.10963","11700",1997,5545829
"new.row.10964","11700",1998,5967906
"new.row.10965","11700",1999,6345190
"new.row.10966","11700",2000,6661700
"new.row.10967","11700",2001,6773891
"new.row.10968","11700",2002,6866832
"new.row.10969","11700",2003,7113606
"new.row.10970","11700",2004,7537485
"new.row.10971","11700",2005,7924118
"new.row.10972","11700",2006,8502579
"new.row.10973","11700",2007,8818669
"new.row.10974","11700",2008,9010594
"new.row.10975","11700",2009,8912875
"new.row.10976","11700",2010,8941226
"new.row.10977","11700",2011,8951289
"new.row.10978","11700",2012,9581255
"new.row.10979","11700",2013,9834980
"new.row.10980","15500",1969,288535
"new.row.10981","15500",1970,299453
"new.row.10982","15500",1971,320430
"new.row.10983","15500",1972,355176
"new.row.10984","15500",1973,393534
"new.row.10985","15500",1974,408063
"new.row.10986","15500",1975,409983
"new.row.10987","15500",1976,445732
"new.row.10988","15500",1977,463668
"new.row.10989","15500",1978,505704
"new.row.10990","15500",1979,560132
"new.row.10991","15500",1980,598821
"new.row.10992","15500",1981,671937
"new.row.10993","15500",1982,695837
"new.row.10994","15500",1983,765167
"new.row.10995","15500",1984,859557
"new.row.10996","15500",1985,915223
"new.row.10997","15500",1986,1012164
"new.row.10998","15500",1987,1110101
"new.row.10999","15500",1988,1225261
"new.row.11000","15500",1989,1311658
"new.row.11001","15500",1990,1372018
"new.row.11002","15500",1991,1427644
"new.row.11003","15500",1992,1519221
"new.row.11004","15500",1993,1618121
"new.row.11005","15500",1994,1713877
"new.row.11006","15500",1995,1792903
"new.row.11007","15500",1996,1884260
"new.row.11008","15500",1997,2044387
"new.row.11009","15500",1998,2209344
"new.row.11010","15500",1999,2418551
"new.row.11011","15500",2000,2528101
"new.row.11012","15500",2001,2558350
"new.row.11013","15500",2002,2597696
"new.row.11014","15500",2003,2596329
"new.row.11015","15500",2004,2718829
"new.row.11016","15500",2005,2792138
"new.row.11017","15500",2006,2954879
"new.row.11018","15500",2007,3021144
"new.row.11019","15500",2008,3057933
"new.row.11020","15500",2009,2856351
"new.row.11021","15500",2010,2925058
"new.row.11022","15500",2011,2974925
"new.row.11023","15500",2012,3228069
"new.row.11024","15500",2013,3275157
"new.row.11025","16740",1969,2990068
"new.row.11026","16740",1970,3209789
"new.row.11027","16740",1971,3490910
"new.row.11028","16740",1972,3963720
"new.row.11029","16740",1973,4440584
"new.row.11030","16740",1974,4736659
"new.row.11031","16740",1975,4885979
"new.row.11032","16740",1976,5540389
"new.row.11033","16740",1977,6193935
"new.row.11034","16740",1978,7084373
"new.row.11035","16740",1979,8035143
"new.row.11036","16740",1980,8833829
"new.row.11037","16740",1981,9790894
"new.row.11038","16740",1982,10259769
"new.row.11039","16740",1983,11302769
"new.row.11040","16740",1984,12907086
"new.row.11041","16740",1985,14016816
"new.row.11042","16740",1986,15288297
"new.row.11043","16740",1987,16914754
"new.row.11044","16740",1988,18687690
"new.row.11045","16740",1989,20247788
"new.row.11046","16740",1990,21787765
"new.row.11047","16740",1991,22291063
"new.row.11048","16740",1992,24177889
"new.row.11049","16740",1993,25799839
"new.row.11050","16740",1994,27937112
"new.row.11051","16740",1995,30242493
"new.row.11052","16740",1996,32377142
"new.row.11053","16740",1997,35033237
"new.row.11054","16740",1998,38882271
"new.row.11055","16740",1999,42216590
"new.row.11056","16740",2000,45555895
"new.row.11057","16740",2001,47413325
"new.row.11058","16740",2002,49407055
"new.row.11059","16740",2003,50802657
"new.row.11060","16740",2004,54032420
"new.row.11061","16740",2005,57788398
"new.row.11062","16740",2006,62736345
"new.row.11063","16740",2007,65678225
"new.row.11064","16740",2008,67173757
"new.row.11065","16740",2009,63686280
"new.row.11066","16740",2010,66188024
"new.row.11067","16740",2011,68983047
"new.row.11068","16740",2012,75650707
"new.row.11069","16740",2013,78645750
"new.row.11070","20500",1969,719318
"new.row.11071","20500",1970,782981
"new.row.11072","20500",1971,889543
"new.row.11073","20500",1972,988675
"new.row.11074","20500",1973,1095176
"new.row.11075","20500",1974,1198237
"new.row.11076","20500",1975,1325178
"new.row.11077","20500",1976,1474648
"new.row.11078","20500",1977,1652902
"new.row.11079","20500",1978,1888880
"new.row.11080","20500",1979,2100060
"new.row.11081","20500",1980,2320450
"new.row.11082","20500",1981,2602691
"new.row.11083","20500",1982,2838481
"new.row.11084","20500",1983,3115087
"new.row.11085","20500",1984,3616095
"new.row.11086","20500",1985,4080090
"new.row.11087","20500",1986,4450407
"new.row.11088","20500",1987,4880359
"new.row.11089","20500",1988,5361750
"new.row.11090","20500",1989,5917927
"new.row.11091","20500",1990,6462552
"new.row.11092","20500",1991,7024108
"new.row.11093","20500",1992,7746334
"new.row.11094","20500",1993,8227720
"new.row.11095","20500",1994,8672767
"new.row.11096","20500",1995,9310989
"new.row.11097","20500",1996,9964231
"new.row.11098","20500",1997,10805542
"new.row.11099","20500",1998,11801812
"new.row.11100","20500",1999,13029361
"new.row.11101","20500",2000,14621339
"new.row.11102","20500",2001,14866735
"new.row.11103","20500",2002,14867486
"new.row.11104","20500",2003,15331979
"new.row.11105","20500",2004,16452804
"new.row.11106","20500",2005,16981085
"new.row.11107","20500",2006,18485199
"new.row.11108","20500",2007,19951961
"new.row.11109","20500",2008,20631609
"new.row.11110","20500",2009,20736591
"new.row.11111","20500",2010,21529399
"new.row.11112","20500",2011,21057611
"new.row.11113","20500",2012,22680698
"new.row.11114","20500",2013,23564728
"new.row.11115","22180",1969,770932
"new.row.11116","22180",1970,769468
"new.row.11117","22180",1971,815441
"new.row.11118","22180",1972,939356
"new.row.11119","22180",1973,1058996
"new.row.11120","22180",1974,1208762
"new.row.11121","22180",1975,1273143
"new.row.11122","22180",1976,1356393
"new.row.11123","22180",1977,1427321
"new.row.11124","22180",1978,1534559
"new.row.11125","22180",1979,1652824
"new.row.11126","22180",1980,1884155
"new.row.11127","22180",1981,2086598
"new.row.11128","22180",1982,2239788
"new.row.11129","22180",1983,2452500
"new.row.11130","22180",1984,2697422
"new.row.11131","22180",1985,2855578
"new.row.11132","22180",1986,3027852
"new.row.11133","22180",1987,3207474
"new.row.11134","22180",1988,3440679
"new.row.11135","22180",1989,3603733
"new.row.11136","22180",1990,3721804
"new.row.11137","22180",1991,3902635
"new.row.11138","22180",1992,4767611
"new.row.11139","22180",1993,4896044
"new.row.11140","22180",1994,4972571
"new.row.11141","22180",1995,5132280
"new.row.11142","22180",1996,5285040
"new.row.11143","22180",1997,5541770
"new.row.11144","22180",1998,5797891
"new.row.11145","22180",1999,6091073
"new.row.11146","22180",2000,6471791
"new.row.11147","22180",2001,6670236
"new.row.11148","22180",2002,7239384
"new.row.11149","22180",2003,7837847
"new.row.11150","22180",2004,8331894
"new.row.11151","22180",2005,9168365
"new.row.11152","22180",2006,9742327
"new.row.11153","22180",2007,10396839
"new.row.11154","22180",2008,11131744
"new.row.11155","22180",2009,11551131
"new.row.11156","22180",2010,12091784
"new.row.11157","22180",2011,12449027
"new.row.11158","22180",2012,12576952
"new.row.11159","22180",2013,12414826
"new.row.11160","24140",1969,230258
"new.row.11161","24140",1970,248504
"new.row.11162","24140",1971,272164
"new.row.11163","24140",1972,307103
"new.row.11164","24140",1973,339780
"new.row.11165","24140",1974,381398
"new.row.11166","24140",1975,394771
"new.row.11167","24140",1976,426976
"new.row.11168","24140",1977,444196
"new.row.11169","24140",1978,499598
"new.row.11170","24140",1979,539001
"new.row.11171","24140",1980,576605
"new.row.11172","24140",1981,627541
"new.row.11173","24140",1982,664582
"new.row.11174","24140",1983,708108
"new.row.11175","24140",1984,813627
"new.row.11176","24140",1985,843171
"new.row.11177","24140",1986,874984
"new.row.11178","24140",1987,912050
"new.row.11179","24140",1988,991265
"new.row.11180","24140",1989,1066252
"new.row.11181","24140",1990,1131448
"new.row.11182","24140",1991,1180071
"new.row.11183","24140",1992,1257310
"new.row.11184","24140",1993,1331912
"new.row.11185","24140",1994,1390596
"new.row.11186","24140",1995,1461255
"new.row.11187","24140",1996,1522824
"new.row.11188","24140",1997,1596821
"new.row.11189","24140",1998,1655779
"new.row.11190","24140",1999,1707433
"new.row.11191","24140",2000,1799043
"new.row.11192","24140",2001,1874381
"new.row.11193","24140",2002,1911478
"new.row.11194","24140",2003,1919904
"new.row.11195","24140",2004,2048415
"new.row.11196","24140",2005,2132994
"new.row.11197","24140",2006,2215373
"new.row.11198","24140",2007,2332059
"new.row.11199","24140",2008,2367718
"new.row.11200","24140",2009,2372137
"new.row.11201","24140",2010,2420136
"new.row.11202","24140",2011,2499835
"new.row.11203","24140",2012,2643373
"new.row.11204","24140",2013,2633263
"new.row.11205","24660",1969,1496059
"new.row.11206","24660",1970,1610311
"new.row.11207","24660",1971,1767378
"new.row.11208","24660",1972,1983621
"new.row.11209","24660",1973,2212629
"new.row.11210","24660",1974,2376734
"new.row.11211","24660",1975,2442252
"new.row.11212","24660",1976,2702725
"new.row.11213","24660",1977,3010542
"new.row.11214","24660",1978,3487344
"new.row.11215","24660",1979,3840688
"new.row.11216","24660",1980,4140870
"new.row.11217","24660",1981,4539715
"new.row.11218","24660",1982,4737796
"new.row.11219","24660",1983,5182293
"new.row.11220","24660",1984,5834045
"new.row.11221","24660",1985,6241454
"new.row.11222","24660",1986,6706840
"new.row.11223","24660",1987,7424139
"new.row.11224","24660",1988,8046941
"new.row.11225","24660",1989,8558640
"new.row.11226","24660",1990,8969143
"new.row.11227","24660",1991,9091971
"new.row.11228","24660",1992,9859080
"new.row.11229","24660",1993,10425209
"new.row.11230","24660",1994,11146945
"new.row.11231","24660",1995,11836493
"new.row.11232","24660",1996,12501294
"new.row.11233","24660",1997,13291719
"new.row.11234","24660",1998,14342548
"new.row.11235","24660",1999,15271814
"new.row.11236","24660",2000,15912728
"new.row.11237","24660",2001,16272992
"new.row.11238","24660",2002,16306306
"new.row.11239","24660",2003,16738097
"new.row.11240","24660",2004,17527061
"new.row.11241","24660",2005,18254623
"new.row.11242","24660",2006,19266272
"new.row.11243","24660",2007,19788263
"new.row.11244","24660",2008,19593618
"new.row.11245","24660",2009,19019763
"new.row.11246","24660",2010,19233214
"new.row.11247","24660",2011,19501366
"new.row.11248","24660",2012,20496041
"new.row.11249","24660",2013,20906474
"new.row.11250","24780",1969,150450
"new.row.11251","24780",1970,169779
"new.row.11252","24780",1971,184192
"new.row.11253","24780",1972,206461
"new.row.11254","24780",1973,243437
"new.row.11255","24780",1974,270238
"new.row.11256","24780",1975,306964
"new.row.11257","24780",1976,349135
"new.row.11258","24780",1977,360125
"new.row.11259","24780",1978,428745
"new.row.11260","24780",1979,449041
"new.row.11261","24780",1980,505581
"new.row.11262","24780",1981,562108
"new.row.11263","24780",1982,609372
"new.row.11264","24780",1983,651406
"new.row.11265","24780",1984,766372
"new.row.11266","24780",1985,817395
"new.row.11267","24780",1986,893852
