"","msa.fips","year","nonfarm.personal.income"
"new.row.8622","34740",2011,5200592
"new.row.8623","34740",2012,5374857
"new.row.8624","35660",1969,622031
"new.row.8625","35660",1970,650655
"new.row.8626","35660",1971,701889
"new.row.8627","35660",1972,793204
"new.row.8628","35660",1973,875518
"new.row.8629","35660",1974,947166
"new.row.8630","35660",1975,1009837
"new.row.8631","35660",1976,1082824
"new.row.8632","35660",1977,1202126
"new.row.8633","35660",1978,1314810
"new.row.8634","35660",1979,1417381
"new.row.8635","35660",1980,1507531
"new.row.8636","35660",1981,1637547
"new.row.8637","35660",1982,1697295
"new.row.8638","35660",1983,1762910
"new.row.8639","35660",1984,1905167
"new.row.8640","35660",1985,1996757
"new.row.8641","35660",1986,2129579
"new.row.8642","35660",1987,2270850
"new.row.8643","35660",1988,2395501
"new.row.8644","35660",1989,2548532
"new.row.8645","35660",1990,2649007
"new.row.8646","35660",1991,2719083
"new.row.8647","35660",1992,2927553
"new.row.8648","35660",1993,3114685
"new.row.8649","35660",1994,3291063
"new.row.8650","35660",1995,3461456
"new.row.8651","35660",1996,3586838
"new.row.8652","35660",1997,3820806
"new.row.8653","35660",1998,3949408
"new.row.8654","35660",1999,4158421
"new.row.8655","35660",2000,4347312
"new.row.8656","35660",2001,4400364
"new.row.8657","35660",2002,4456731
"new.row.8658","35660",2003,4550382
"new.row.8659","35660",2004,4722068
"new.row.8660","35660",2005,4807551
"new.row.8661","35660",2006,5003404
"new.row.8662","35660",2007,5290746
"new.row.8663","35660",2008,5536631
"new.row.8664","35660",2009,5286456
"new.row.8665","35660",2010,5534850
"new.row.8666","35660",2011,5714272
"new.row.8667","35660",2012,5845077
"new.row.8668","40980",1969,796296
"new.row.8669","40980",1970,820140
"new.row.8670","40980",1971,955160
"new.row.8671","40980",1972,1057572
"new.row.8672","40980",1973,1176112
"new.row.8673","40980",1974,1222605
"new.row.8674","40980",1975,1344959
"new.row.8675","40980",1976,1547475
"new.row.8676","40980",1977,1732798
"new.row.8677","40980",1978,1925859
"new.row.8678","40980",1979,2081330
"new.row.8679","40980",1980,2201313
"new.row.8680","40980",1981,2351601
"new.row.8681","40980",1982,2356124
"new.row.8682","40980",1983,2510003
"new.row.8683","40980",1984,2729073
"new.row.8684","40980",1985,2910286
"new.row.8685","40980",1986,2999788
"new.row.8686","40980",1987,3052078
"new.row.8687","40980",1988,3196632
"new.row.8688","40980",1989,3381290
"new.row.8689","40980",1990,3493549
"new.row.8690","40980",1991,3588932
"new.row.8691","40980",1992,3773973
"new.row.8692","40980",1993,3970050
"new.row.8693","40980",1994,4222031
"new.row.8694","40980",1995,4394622
"new.row.8695","40980",1996,4604562
"new.row.8696","40980",1997,4846010
"new.row.8697","40980",1998,4956777
"new.row.8698","40980",1999,5172583
"new.row.8699","40980",2000,5415390
"new.row.8700","40980",2001,5536666
"new.row.8701","40980",2002,5412374
"new.row.8702","40980",2003,5521138
"new.row.8703","40980",2004,5725729
"new.row.8704","40980",2005,5765622
"new.row.8705","40980",2006,5881659
"new.row.8706","40980",2007,6032108
"new.row.8707","40980",2008,6099149
"new.row.8708","40980",2009,6043198
"new.row.8709","40980",2010,6173603
"new.row.8710","40980",2011,6379917
"new.row.8711","40980",2012,6478610
"new.row.8712","20260",1969,951559
"new.row.8713","20260",1970,1040872
"new.row.8714","20260",1971,1123488
"new.row.8715","20260",1972,1213499
"new.row.8716","20260",1973,1324022
"new.row.8717","20260",1974,1456099
"new.row.8718","20260",1975,1698883
"new.row.8719","20260",1976,1909570
"new.row.8720","20260",1977,1974183
"new.row.8721","20260",1978,2266580
"new.row.8722","20260",1979,2504340
"new.row.8723","20260",1980,2738580
"new.row.8724","20260",1981,3018633
"new.row.8725","20260",1982,2997523
"new.row.8726","20260",1983,3020827
"new.row.8727","20260",1984,3220845
"new.row.8728","20260",1985,3310602
"new.row.8729","20260",1986,3416900
"new.row.8730","20260",1987,3540380
"new.row.8731","20260",1988,3717435
"new.row.8732","20260",1989,4081741
"new.row.8733","20260",1990,4359552
"new.row.8734","20260",1991,4530784
"new.row.8735","20260",1992,4799441
"new.row.8736","20260",1993,4911253
"new.row.8737","20260",1994,5144972
"new.row.8738","20260",1995,5472525
"new.row.8739","20260",1996,5769856
"new.row.8740","20260",1997,5990639
"new.row.8741","20260",1998,6432915
"new.row.8742","20260",1999,6699457
"new.row.8743","20260",2000,7142054
"new.row.8744","20260",2001,7266185
"new.row.8745","20260",2002,7664436
"new.row.8746","20260",2003,7924018
"new.row.8747","20260",2004,8252444
"new.row.8748","20260",2005,8325828
"new.row.8749","20260",2006,8758398
"new.row.8750","20260",2007,9276788
"new.row.8751","20260",2008,9633287
"new.row.8752","20260",2009,9496629
"new.row.8753","20260",2010,9782852
"new.row.8754","20260",2011,10390659
"new.row.8755","20260",2012,10661128
"new.row.8756","22020",1969,396260
"new.row.8757","22020",1970,435162
"new.row.8758","22020",1971,475640
"new.row.8759","22020",1972,522398
"new.row.8760","22020",1973,590701
"new.row.8761","22020",1974,667376
"new.row.8762","22020",1975,752196
"new.row.8763","22020",1976,854357
"new.row.8764","22020",1977,952365
"new.row.8765","22020",1978,1073396
"new.row.8766","22020",1979,1191625
"new.row.8767","22020",1980,1290872
"new.row.8768","22020",1981,1442789
"new.row.8769","22020",1982,1560619
"new.row.8770","22020",1983,1652281
"new.row.8771","22020",1984,1786232
"new.row.8772","22020",1985,1883988
"new.row.8773","22020",1986,1985260
"new.row.8774","22020",1987,2082301
"new.row.8775","22020",1988,2185922
"new.row.8776","22020",1989,2373357
"new.row.8777","22020",1990,2525475
"new.row.8778","22020",1991,2639142
"new.row.8779","22020",1992,2837373
"new.row.8780","22020",1993,3004258
"new.row.8781","22020",1994,3193364
"new.row.8782","22020",1995,3408516
"new.row.8783","22020",1996,3616381
"new.row.8784","22020",1997,3872703
"new.row.8785","22020",1998,4204614
"new.row.8786","22020",1999,4410168
"new.row.8787","22020",2000,4833398
"new.row.8788","22020",2001,4977478
"new.row.8789","22020",2002,5194696
"new.row.8790","22020",2003,5447689
"new.row.8791","22020",2004,5797317
"new.row.8792","22020",2005,6112633
"new.row.8793","22020",2006,6606851
"new.row.8794","22020",2007,7063831
"new.row.8795","22020",2008,7707724
"new.row.8796","22020",2009,7803298
"new.row.8797","22020",2010,8177522
"new.row.8798","22020",2011,8962066
"new.row.8799","22020",2012,9547245
"new.row.8800","24220",1969,280211
"new.row.8801","24220",1970,324024
"new.row.8802","24220",1971,356943
"new.row.8803","24220",1972,394477
"new.row.8804","24220",1973,436737
"new.row.8805","24220",1974,482803
"new.row.8806","24220",1975,541098
"new.row.8807","24220",1976,614852
"new.row.8808","24220",1977,647362
"new.row.8809","24220",1978,710845
"new.row.8810","24220",1979,775069
"new.row.8811","24220",1980,862088
"new.row.8812","24220",1981,967389
"new.row.8813","24220",1982,1055346
"new.row.8814","24220",1983,1117362
"new.row.8815","24220",1984,1186548
"new.row.8816","24220",1985,1248522
"new.row.8817","24220",1986,1302343
"new.row.8818","24220",1987,1353905
"new.row.8819","24220",1988,1400858
"new.row.8820","24220",1989,1496813
"new.row.8821","24220",1990,1558765
"new.row.8822","24220",1991,1615735
"new.row.8823","24220",1992,1696110
"new.row.8824","24220",1993,1787811
"new.row.8825","24220",1994,1882540
"new.row.8826","24220",1995,1978753
"new.row.8827","24220",1996,2043439
"new.row.8828","24220",1997,2115657
"new.row.8829","24220",1998,2169225
"new.row.8830","24220",1999,2197191
"new.row.8831","24220",2000,2286299
"new.row.8832","24220",2001,2373083
"new.row.8833","24220",2002,2453287
"new.row.8834","24220",2003,2585140
"new.row.8835","24220",2004,2718269
"new.row.8836","24220",2005,2812951
"new.row.8837","24220",2006,2969381
"new.row.8838","24220",2007,3164235
"new.row.8839","24220",2008,3383917
"new.row.8840","24220",2009,3425405
"new.row.8841","24220",2010,3537801
"new.row.8842","24220",2011,3777952
"new.row.8843","24220",2012,3989504
"new.row.8844","29100",1969,307209
"new.row.8845","29100",1970,332017
"new.row.8846","29100",1971,359277
"new.row.8847","29100",1972,390195
"new.row.8848","29100",1973,434418
"new.row.8849","29100",1974,486963
"new.row.8850","29100",1975,544412
"new.row.8851","29100",1976,614621
"new.row.8852","29100",1977,684725
"new.row.8853","29100",1978,770989
"new.row.8854","29100",1979,867137
"new.row.8855","29100",1980,990860
"new.row.8856","29100",1981,1107163
"new.row.8857","29100",1982,1185643
"new.row.8858","29100",1983,1277948
"new.row.8859","29100",1984,1383772
"new.row.8860","29100",1985,1455018
"new.row.8861","29100",1986,1521686
"new.row.8862","29100",1987,1621597
"new.row.8863","29100",1988,1735408
"new.row.8864","29100",1989,1890691
"new.row.8865","29100",1990,2043802
"new.row.8866","29100",1991,2096966
"new.row.8867","29100",1992,2238427
"new.row.8868","29100",1993,2388012
"new.row.8869","29100",1994,2524917
"new.row.8870","29100",1995,2609153
"new.row.8871","29100",1996,2746020
"new.row.8872","29100",1997,2901727
"new.row.8873","29100",1998,3107399
"new.row.8874","29100",1999,3221265
"new.row.8875","29100",2000,3402908
"new.row.8876","29100",2001,3565269
"new.row.8877","29100",2002,3646670
"new.row.8878","29100",2003,3831122
"new.row.8879","29100",2004,3961147
"new.row.8880","29100",2005,4107792
"new.row.8881","29100",2006,4356322
"new.row.8882","29100",2007,4582474
"new.row.8883","29100",2008,4859969
"new.row.8884","29100",2009,4928168
"new.row.8885","29100",2010,5025427
"new.row.8886","29100",2011,5255352
"new.row.8887","29100",2012,5470798
"new.row.8888","31860",1969,213811
"new.row.8889","31860",1970,233178
"new.row.8890","31860",1971,255425
"new.row.8891","31860",1972,274086
"new.row.8892","31860",1973,308318
"new.row.8893","31860",1974,349404
"new.row.8894","31860",1975,391114
"new.row.8895","31860",1976,428558
"new.row.8896","31860",1977,471720
"new.row.8897","31860",1978,527775
"new.row.8898","31860",1979,587215
"new.row.8899","31860",1980,650031
"new.row.8900","31860",1981,723370
"new.row.8901","31860",1982,783090
"new.row.8902","31860",1983,835518
"new.row.8903","31860",1984,906242
"new.row.8904","31860",1985,939547
"new.row.8905","31860",1986,983709
"new.row.8906","31860",1987,1050265
"new.row.8907","31860",1988,1100335
"new.row.8908","31860",1989,1198817
"new.row.8909","31860",1990,1282550
"new.row.8910","31860",1991,1345229
"new.row.8911","31860",1992,1443389
"new.row.8912","31860",1993,1527653
"new.row.8913","31860",1994,1615619
"new.row.8914","31860",1995,1711877
"new.row.8915","31860",1996,1790724
"new.row.8916","31860",1997,1863512
"new.row.8917","31860",1998,2047654
"new.row.8918","31860",1999,2131674
"new.row.8919","31860",2000,2218651
"new.row.8920","31860",2001,2363332
"new.row.8921","31860",2002,2408350
"new.row.8922","31860",2003,2562656
"new.row.8923","31860",2004,2629137
"new.row.8924","31860",2005,2698499
"new.row.8925","31860",2006,2913450
"new.row.8926","31860",2007,3043477
"new.row.8927","31860",2008,3169526
"new.row.8928","31860",2009,3124109
"new.row.8929","31860",2010,3265614
"new.row.8930","31860",2011,3473407
"new.row.8931","31860",2012,3635759
"new.row.8932","33460",1969,8932017
"new.row.8933","33460",1970,9640504
"new.row.8934","33460",1971,10301617
"new.row.8935","33460",1972,11081595
"new.row.8936","33460",1973,12267225
"new.row.8937","33460",1974,13572265
"new.row.8938","33460",1975,14790384
"new.row.8939","33460",1976,16261365
"new.row.8940","33460",1977,18078503
"new.row.8941","33460",1978,20339136
"new.row.8942","33460",1979,23141155
"new.row.8943","33460",1980,26071753
"new.row.8944","33460",1981,28923319
"new.row.8945","33460",1982,31315295
"new.row.8946","33460",1983,33637999
"new.row.8947","33460",1984,37749485
"new.row.8948","33460",1985,40789842
"new.row.8949","33460",1986,43495590
"new.row.8950","33460",1987,46703696
"new.row.8951","33460",1988,50378199
"new.row.8952","33460",1989,54491576
"new.row.8953","33460",1990,58120229
"new.row.8954","33460",1991,60334491
"new.row.8955","33460",1992,64880627
"new.row.8956","33460",1993,67785526
"new.row.8957","33460",1994,72181323
"new.row.8958","33460",1995,77226224
"new.row.8959","33460",1996,82402807
"new.row.8960","33460",1997,88368933
"new.row.8961","33460",1998,96405495
"new.row.8962","33460",1999,102038708
"new.row.8963","33460",2000,111527164
"new.row.8964","33460",2001,115939230
"new.row.8965","33460",2002,118143555
"new.row.8966","33460",2003,122956458
"new.row.8967","33460",2004,130116751
"new.row.8968","33460",2005,134705927
"new.row.8969","33460",2006,142974432
"new.row.8970","33460",2007,151542412
"new.row.8971","33460",2008,156211557
"new.row.8972","33460",2009,149312227
"new.row.8973","33460",2010,154608734
"new.row.8974","33460",2011,165084310
"new.row.8975","33460",2012,171327926
"new.row.8976","40340",1969,445338
"new.row.8977","40340",1970,474987
"new.row.8978","40340",1971,512758
"new.row.8979","40340",1972,560436
"new.row.8980","40340",1973,629436
"new.row.8981","40340",1974,696721
"new.row.8982","40340",1975,792825
"new.row.8983","40340",1976,886815
"new.row.8984","40340",1977,986228
"new.row.8985","40340",1978,1119300
"new.row.8986","40340",1979,1252128
"new.row.8987","40340",1980,1414779
"new.row.8988","40340",1981,1575111
"new.row.8989","40340",1982,1749495
"new.row.8990","40340",1983,1881374
"new.row.8991","40340",1984,2095322
"new.row.8992","40340",1985,2210399
"new.row.8993","40340",1986,2301146
"new.row.8994","40340",1987,2411532
"new.row.8995","40340",1988,2567265
"new.row.8996","40340",1989,2835002
"new.row.8997","40340",1990,3053240
"new.row.8998","40340",1991,3207872
"new.row.8999","40340",1992,3568057
"new.row.9000","40340",1993,3546040
"new.row.9001","40340",1994,3654096
"new.row.9002","40340",1995,3857074
"new.row.9003","40340",1996,4143594
"new.row.9004","40340",1997,4393347
"new.row.9005","40340",1998,4853982
"new.row.9006","40340",1999,5214492
"new.row.9007","40340",2000,5586143
"new.row.9008","40340",2001,6110157
"new.row.9009","40340",2002,6413746
"new.row.9010","40340",2003,6822743
"new.row.9011","40340",2004,7019885
"new.row.9012","40340",2005,7064596
"new.row.9013","40340",2006,7536716
"new.row.9014","40340",2007,8037712
"new.row.9015","40340",2008,8233730
"new.row.9016","40340",2009,8239482
"new.row.9017","40340",2010,8714951
"new.row.9018","40340",2011,8898542
"new.row.9019","40340",2012,9240168
"new.row.9020","41060",1969,286752
"new.row.9021","41060",1970,322498
"new.row.9022","41060",1971,355201
"new.row.9023","41060",1972,390274
"new.row.9024","41060",1973,440888
"new.row.9025","41060",1974,504938
"new.row.9026","41060",1975,570725
"new.row.9027","41060",1976,637786
"new.row.9028","41060",1977,703921
"new.row.9029","41060",1978,798812
"new.row.9030","41060",1979,913586
"new.row.9031","41060",1980,1028859
"new.row.9032","41060",1981,1150564
"new.row.9033","41060",1982,1246433
"new.row.9034","41060",1983,1335525
"new.row.9035","41060",1984,1470628
"new.row.9036","41060",1985,1553685
"new.row.9037","41060",1986,1667775
"new.row.9038","41060",1987,1776235
"new.row.9039","41060",1988,1914184
"new.row.9040","41060",1989,2087794
"new.row.9041","41060",1990,2229299
"new.row.9042","41060",1991,2347087
"new.row.9043","41060",1992,2531418
"new.row.9044","41060",1993,2663018
"new.row.9045","41060",1994,2807958
"new.row.9046","41060",1995,2989638
"new.row.9047","41060",1996,3196605
"new.row.9048","41060",1997,3358805
"new.row.9049","41060",1998,3724042
"new.row.9050","41060",1999,3914751
"new.row.9051","41060",2000,4230300
"new.row.9052","41060",2001,4522143
"new.row.9053","41060",2002,4799576
"new.row.9054","41060",2003,4962001
"new.row.9055","41060",2004,5145841
"new.row.9056","41060",2005,5251848
"new.row.9057","41060",2006,5610059
"new.row.9058","41060",2007,5974098
"new.row.9059","41060",2008,6145882
"new.row.9060","41060",2009,6117956
"new.row.9061","41060",2010,6260601
"new.row.9062","41060",2011,6660423
"new.row.9063","41060",2012,6881276
"new.row.9064","25060",1969,799962
"new.row.9065","25060",1970,840493
"new.row.9066","25060",1971,902660
"new.row.9067","25060",1972,1064085
"new.row.9068","25060",1973,1208113
"new.row.9069","25060",1974,1323086
"new.row.9070","25060",1975,1495598
"new.row.9071","25060",1976,1666175
"new.row.9072","25060",1977,1821479
"new.row.9073","25060",1978,2006945
"new.row.9074","25060",1979,2163149
"new.row.9075","25060",1980,2459026
"new.row.9076","25060",1981,2831170
"new.row.9077","25060",1982,3111952
"new.row.9078","25060",1983,3162399
"new.row.9079","25060",1984,3321437
"new.row.9080","25060",1985,3535336
"new.row.9081","25060",1986,3777730
"new.row.9082","25060",1987,3881105
"new.row.9083","25060",1988,4098118
"new.row.9084","25060",1989,4354230
"new.row.9085","25060",1990,4546113
"new.row.9086","25060",1991,4813390
