"","msa.fips","year","net.earnings.by.place.of.residence"
"new.row.15640","28420",1989,1623484
"new.row.15641","28420",1990,1825832
"new.row.15642","28420",1991,1991909
"new.row.15643","28420",1992,2244093
"new.row.15644","28420",1993,2533239
"new.row.15645","28420",1994,2739074
"new.row.15646","28420",1995,2740795
"new.row.15647","28420",1996,2803271
"new.row.15648","28420",1997,2835286
"new.row.15649","28420",1998,3003023
"new.row.15650","28420",1999,3182530
"new.row.15651","28420",2000,3391261
"new.row.15652","28420",2001,3652487
"new.row.15653","28420",2002,4000049
"new.row.15654","28420",2003,4276794
"new.row.15655","28420",2004,4503284
"new.row.15656","28420",2005,4684332
"new.row.15657","28420",2006,4786994
"new.row.15658","28420",2007,5182857
"new.row.15659","28420",2008,5541417
"new.row.15660","28420",2009,5784675
"new.row.15661","28420",2010,6297888
"new.row.15662","28420",2011,6752515
"new.row.15663","28420",2012,6461661
"new.row.15664","31020",1969,197299
"new.row.15665","31020",1970,211956
"new.row.15666","31020",1971,214752
"new.row.15667","31020",1972,247105
"new.row.15668","31020",1973,278384
"new.row.15669","31020",1974,313069
"new.row.15670","31020",1975,354755
"new.row.15671","31020",1976,406991
"new.row.15672","31020",1977,433221
"new.row.15673","31020",1978,477385
"new.row.15674","31020",1979,523870
"new.row.15675","31020",1980,567602
"new.row.15676","31020",1981,587720
"new.row.15677","31020",1982,571267
"new.row.15678","31020",1983,611152
"new.row.15679","31020",1984,642236
"new.row.15680","31020",1985,643729
"new.row.15681","31020",1986,671571
"new.row.15682","31020",1987,713264
"new.row.15683","31020",1988,782400
"new.row.15684","31020",1989,846949
"new.row.15685","31020",1990,924315
"new.row.15686","31020",1991,990621
"new.row.15687","31020",1992,1005719
"new.row.15688","31020",1993,1041630
"new.row.15689","31020",1994,1094921
"new.row.15690","31020",1995,1133156
"new.row.15691","31020",1996,1177737
"new.row.15692","31020",1997,1214101
"new.row.15693","31020",1998,1277884
"new.row.15694","31020",1999,1352768
"new.row.15695","31020",2000,1396989
"new.row.15696","31020",2001,1478682
"new.row.15697","31020",2002,1495104
"new.row.15698","31020",2003,1505065
"new.row.15699","31020",2004,1561454
"new.row.15700","31020",2005,1624632
"new.row.15701","31020",2006,1699941
"new.row.15702","31020",2007,1795177
"new.row.15703","31020",2008,1809311
"new.row.15704","31020",2009,1704731
"new.row.15705","31020",2010,1759276
"new.row.15706","31020",2011,1816152
"new.row.15707","31020",2012,1909241
"new.row.15708","34580",1969,149464
"new.row.15709","34580",1970,148859
"new.row.15710","34580",1971,161058
"new.row.15711","34580",1972,177575
"new.row.15712","34580",1973,209110
"new.row.15713","34580",1974,225171
"new.row.15714","34580",1975,244578
"new.row.15715","34580",1976,283184
"new.row.15716","34580",1977,297201
"new.row.15717","34580",1978,339804
"new.row.15718","34580",1979,391053
"new.row.15719","34580",1980,416181
"new.row.15720","34580",1981,439162
"new.row.15721","34580",1982,452410
"new.row.15722","34580",1983,498953
"new.row.15723","34580",1984,505984
"new.row.15724","34580",1985,533349
"new.row.15725","34580",1986,577622
"new.row.15726","34580",1987,602359
"new.row.15727","34580",1988,683196
"new.row.15728","34580",1989,775540
"new.row.15729","34580",1990,869770
"new.row.15730","34580",1991,943540
"new.row.15731","34580",1992,1024403
"new.row.15732","34580",1993,1089268
"new.row.15733","34580",1994,1152384
"new.row.15734","34580",1995,1213806
"new.row.15735","34580",1996,1271594
"new.row.15736","34580",1997,1378547
"new.row.15737","34580",1998,1526891
"new.row.15738","34580",1999,1682072
"new.row.15739","34580",2000,1782097
"new.row.15740","34580",2001,1892794
"new.row.15741","34580",2002,1957617
"new.row.15742","34580",2003,2053758
"new.row.15743","34580",2004,2137112
"new.row.15744","34580",2005,2298281
"new.row.15745","34580",2006,2452695
"new.row.15746","34580",2007,2572212
"new.row.15747","34580",2008,2537869
"new.row.15748","34580",2009,2404981
"new.row.15749","34580",2010,2414866
"new.row.15750","34580",2011,2502429
"new.row.15751","34580",2012,2596809
"new.row.15752","36500",1969,229481
"new.row.15753","36500",1970,254244
"new.row.15754","36500",1971,278557
"new.row.15755","36500",1972,298723
"new.row.15756","36500",1973,341204
"new.row.15757","36500",1974,381801
"new.row.15758","36500",1975,427624
"new.row.15759","36500",1976,495222
"new.row.15760","36500",1977,563091
"new.row.15761","36500",1978,679232
"new.row.15762","36500",1979,775932
"new.row.15763","36500",1980,867663
"new.row.15764","36500",1981,953871
"new.row.15765","36500",1982,978853
"new.row.15766","36500",1983,1037344
"new.row.15767","36500",1984,1139520
"new.row.15768","36500",1985,1247802
"new.row.15769","36500",1986,1356619
"new.row.15770","36500",1987,1466247
"new.row.15771","36500",1988,1600685
"new.row.15772","36500",1989,1771844
"new.row.15773","36500",1990,2029323
"new.row.15774","36500",1991,2266830
"new.row.15775","36500",1992,2535234
"new.row.15776","36500",1993,2716738
"new.row.15777","36500",1994,2828813
"new.row.15778","36500",1995,2964279
"new.row.15779","36500",1996,3128900
"new.row.15780","36500",1997,3410088
"new.row.15781","36500",1998,3677086
"new.row.15782","36500",1999,3884827
"new.row.15783","36500",2000,4354408
"new.row.15784","36500",2001,4673434
"new.row.15785","36500",2002,4858071
"new.row.15786","36500",2003,5094737
"new.row.15787","36500",2004,5419686
"new.row.15788","36500",2005,5777411
"new.row.15789","36500",2006,6157147
"new.row.15790","36500",2007,6589074
"new.row.15791","36500",2008,6831000
"new.row.15792","36500",2009,6711437
"new.row.15793","36500",2010,6720704
"new.row.15794","36500",2011,6870358
"new.row.15795","36500",2012,7079838
"new.row.15796","42660",1969,6590371
"new.row.15797","42660",1970,6511109
"new.row.15798","42660",1971,6491811
"new.row.15799","42660",1972,6869920
"new.row.15800","42660",1973,7635009
"new.row.15801","42660",1974,8554360
"new.row.15802","42660",1975,9625105
"new.row.15803","42660",1976,10768126
"new.row.15804","42660",1977,12127899
"new.row.15805","42660",1978,14353642
"new.row.15806","42660",1979,16757125
"new.row.15807","42660",1980,18740910
"new.row.15808","42660",1981,20435916
"new.row.15809","42660",1982,21352222
"new.row.15810","42660",1983,22158236
"new.row.15811","42660",1984,23821207
"new.row.15812","42660",1985,25842696
"new.row.15813","42660",1986,28171417
"new.row.15814","42660",1987,30410012
"new.row.15815","42660",1988,33573878
"new.row.15816","42660",1989,36985875
"new.row.15817","42660",1990,40786932
"new.row.15818","42660",1991,43458947
"new.row.15819","42660",1992,47421302
"new.row.15820","42660",1993,48805474
"new.row.15821","42660",1994,50600123
"new.row.15822","42660",1995,53057251
"new.row.15823","42660",1996,57538436
"new.row.15824","42660",1997,63715494
"new.row.15825","42660",1998,72555186
"new.row.15826","42660",1999,80944672
"new.row.15827","42660",2000,85690961
"new.row.15828","42660",2001,86715298
"new.row.15829","42660",2002,87315533
"new.row.15830","42660",2003,89264227
"new.row.15831","42660",2004,93651730
"new.row.15832","42660",2005,98376119
"new.row.15833","42660",2006,106434552
"new.row.15834","42660",2007,113913426
"new.row.15835","42660",2008,117514611
"new.row.15836","42660",2009,112999651
"new.row.15837","42660",2010,115993647
"new.row.15838","42660",2011,124141556
"new.row.15839","42660",2012,132030585
"new.row.15840","44060",1969,797919
"new.row.15841","44060",1970,842709
"new.row.15842","44060",1971,914101
"new.row.15843","44060",1972,1016176
"new.row.15844","44060",1973,1113525
"new.row.15845","44060",1974,1270265
"new.row.15846","44060",1975,1372729
"new.row.15847","44060",1976,1556165
"new.row.15848","44060",1977,1736975
"new.row.15849","44060",1978,2006198
"new.row.15850","44060",1979,2247934
"new.row.15851","44060",1980,2426578
"new.row.15852","44060",1981,2585647
"new.row.15853","44060",1982,2594347
"new.row.15854","44060",1983,2792618
"new.row.15855","44060",1984,2958513
"new.row.15856","44060",1985,3015817
"new.row.15857","44060",1986,3146990
"new.row.15858","44060",1987,3290740
"new.row.15859","44060",1988,3503986
"new.row.15860","44060",1989,3722939
"new.row.15861","44060",1990,4082550
"new.row.15862","44060",1991,4428149
"new.row.15863","44060",1992,4857553
"new.row.15864","44060",1993,5199648
"new.row.15865","44060",1994,5507452
"new.row.15866","44060",1995,5677578
"new.row.15867","44060",1996,5957529
"new.row.15868","44060",1997,6330719
"new.row.15869","44060",1998,6824678
"new.row.15870","44060",1999,7220737
"new.row.15871","44060",2000,7869421
"new.row.15872","44060",2001,7803877
"new.row.15873","44060",2002,7952815
"new.row.15874","44060",2003,8249746
"new.row.15875","44060",2004,8719935
"new.row.15876","44060",2005,9199392
"new.row.15877","44060",2006,9829604
"new.row.15878","44060",2007,10356000
"new.row.15879","44060",2008,10612263
"new.row.15880","44060",2009,10263716
"new.row.15881","44060",2010,10325426
"new.row.15882","44060",2011,10738595
"new.row.15883","44060",2012,11083939
"new.row.15884","47460",1969,122947
"new.row.15885","47460",1970,132129
"new.row.15886","47460",1971,136473
"new.row.15887","47460",1972,160642
"new.row.15888","47460",1973,201685
"new.row.15889","47460",1974,208531
"new.row.15890","47460",1975,227485
"new.row.15891","47460",1976,245319
"new.row.15892","47460",1977,249722
"new.row.15893","47460",1978,289427
"new.row.15894","47460",1979,326068
"new.row.15895","47460",1980,363391
"new.row.15896","47460",1981,380069
"new.row.15897","47460",1982,369807
"new.row.15898","47460",1983,418205
"new.row.15899","47460",1984,418388
"new.row.15900","47460",1985,397456
"new.row.15901","47460",1986,413706
"new.row.15902","47460",1987,409098
"new.row.15903","47460",1988,424893
"new.row.15904","47460",1989,439198
"new.row.15905","47460",1990,478643
"new.row.15906","47460",1991,495927
"new.row.15907","47460",1992,545342
"new.row.15908","47460",1993,606786
"new.row.15909","47460",1994,620752
"new.row.15910","47460",1995,638641
"new.row.15911","47460",1996,713999
"new.row.15912","47460",1997,703057
"new.row.15913","47460",1998,765482
"new.row.15914","47460",1999,795688
"new.row.15915","47460",2000,900517
"new.row.15916","47460",2001,905846
"new.row.15917","47460",2002,899330
"new.row.15918","47460",2003,972267
"new.row.15919","47460",2004,999864
"new.row.15920","47460",2005,1003188
"new.row.15921","47460",2006,1053958
"new.row.15922","47460",2007,1141042
"new.row.15923","47460",2008,1267194
"new.row.15924","47460",2009,1235144
"new.row.15925","47460",2010,1283588
"new.row.15926","47460",2011,1361190
"new.row.15927","47460",2012,1339860
"new.row.15928","48300",1969,166686
"new.row.15929","48300",1970,165754
"new.row.15930","48300",1971,192287
"new.row.15931","48300",1972,204378
"new.row.15932","48300",1973,237120
"new.row.15933","48300",1974,263886
"new.row.15934","48300",1975,306470
"new.row.15935","48300",1976,328195
"new.row.15936","48300",1977,369287
"new.row.15937","48300",1978,408499
"new.row.15938","48300",1979,432464
"new.row.15939","48300",1980,465115
"new.row.15940","48300",1981,480089
"new.row.15941","48300",1982,495118
"new.row.15942","48300",1983,540899
"new.row.15943","48300",1984,578622
"new.row.15944","48300",1985,580362
"new.row.15945","48300",1986,637407
"new.row.15946","48300",1987,719454
"new.row.15947","48300",1988,687952
"new.row.15948","48300",1989,753934
"new.row.15949","48300",1990,807043
"new.row.15950","48300",1991,921621
"new.row.15951","48300",1992,1025922
"new.row.15952","48300",1993,1083859
"new.row.15953","48300",1994,1121918
"new.row.15954","48300",1995,1140999
"new.row.15955","48300",1996,1253810
"new.row.15956","48300",1997,1301423
"new.row.15957","48300",1998,1392386
"new.row.15958","48300",1999,1430485
"new.row.15959","48300",2000,1506572
"new.row.15960","48300",2001,1545688
"new.row.15961","48300",2002,1604889
"new.row.15962","48300",2003,1722169
"new.row.15963","48300",2004,1818127
"new.row.15964","48300",2005,1860338
"new.row.15965","48300",2006,1956783
"new.row.15966","48300",2007,2038507
"new.row.15967","48300",2008,2177666
"new.row.15968","48300",2009,2097285
"new.row.15969","48300",2010,2115900
"new.row.15970","48300",2011,2246528
"new.row.15971","48300",2012,2323682
"new.row.15972","49420",1969,358346
"new.row.15973","49420",1970,356799
"new.row.15974","49420",1971,396655
"new.row.15975","49420",1972,440726
"new.row.15976","49420",1973,516870
"new.row.15977","49420",1974,594005
"new.row.15978","49420",1975,677316
"new.row.15979","49420",1976,701661
"new.row.15980","49420",1977,747749
"new.row.15981","49420",1978,902124
"new.row.15982","49420",1979,985042
"new.row.15983","49420",1980,1035504
"new.row.15984","49420",1981,1113484
"new.row.15985","49420",1982,1124800
"new.row.15986","49420",1983,1181325
"new.row.15987","49420",1984,1260290
"new.row.15988","49420",1985,1240841
"new.row.15989","49420",1986,1344917
"new.row.15990","49420",1987,1487044
"new.row.15991","49420",1988,1526505
"new.row.15992","49420",1989,1696421
"new.row.15993","49420",1990,1821277
"new.row.15994","49420",1991,2007294
"new.row.15995","49420",1992,2190480
"new.row.15996","49420",1993,2306532
"new.row.15997","49420",1994,2396944
"new.row.15998","49420",1995,2421072
"new.row.15999","49420",1996,2585993
"new.row.16000","49420",1997,2652723
"new.row.16001","49420",1998,2882056
"new.row.16002","49420",1999,2905389
"new.row.16003","49420",2000,3069947
"new.row.16004","49420",2001,3107219
"new.row.16005","49420",2002,3223775
"new.row.16006","49420",2003,3423300
"new.row.16007","49420",2004,3641324
"new.row.16008","49420",2005,3708985
"new.row.16009","49420",2006,3851687
"new.row.16010","49420",2007,4098126
"new.row.16011","49420",2008,4369173
"new.row.16012","49420",2009,4196572
"new.row.16013","49420",2010,4398649
"new.row.16014","49420",2011,4705149
"new.row.16015","49420",2012,4841330
"new.row.16016","13220",1969,214822
"new.row.16017","13220",1970,244411
"new.row.16018","13220",1971,263472
"new.row.16019","13220",1972,302641
"new.row.16020","13220",1973,320663
"new.row.16021","13220",1974,353430
"new.row.16022","13220",1975,425641
"new.row.16023","13220",1976,504354
"new.row.16024","13220",1977,550487
"new.row.16025","13220",1978,615050
"new.row.16026","13220",1979,648147
"new.row.16027","13220",1980,681971
"new.row.16028","13220",1981,725186
"new.row.16029","13220",1982,759082
"new.row.16030","13220",1983,720845
"new.row.16031","13220",1984,793063
"new.row.16032","13220",1985,821782
"new.row.16033","13220",1986,821429
"new.row.16034","13220",1987,840924
"new.row.16035","13220",1988,863039
"new.row.16036","13220",1989,879724
"new.row.16037","13220",1990,939107
"new.row.16038","13220",1991,979900
"new.row.16039","13220",1992,1028708
"new.row.16040","13220",1993,1059379
"new.row.16041","13220",1994,1134043
"new.row.16042","13220",1995,1209484
"new.row.16043","13220",1996,1268608
"new.row.16044","13220",1997,1321002
"new.row.16045","13220",1998,1373938
"new.row.16046","13220",1999,1409123
"new.row.16047","13220",2000,1449572
"new.row.16048","13220",2001,1536418
"new.row.16049","13220",2002,1590223
"new.row.16050","13220",2003,1603450
"new.row.16051","13220",2004,1726053
"new.row.16052","13220",2005,1844391
"new.row.16053","13220",2006,2001583
"new.row.16054","13220",2007,2027507
"new.row.16055","13220",2008,2206246
"new.row.16056","13220",2009,2160484
"new.row.16057","13220",2010,2269496
"new.row.16058","13220",2011,2514710
"new.row.16059","13220",2012,2569619
"new.row.16060","16620",1969,697762
"new.row.16061","16620",1970,773066
"new.row.16062","16620",1971,820954
"new.row.16063","16620",1972,891352
"new.row.16064","16620",1973,956308
"new.row.16065","16620",1974,1042013
"new.row.16066","16620",1975,1159822
"new.row.16067","16620",1976,1289362
"new.row.16068","16620",1977,1440786
"new.row.16069","16620",1978,1602847
"new.row.16070","16620",1979,1770975
"new.row.16071","16620",1980,1848574
"new.row.16072","16620",1981,1925928
"new.row.16073","16620",1982,2022583
"new.row.16074","16620",1983,1998794
"new.row.16075","16620",1984,2121674
