"","msa.fips","year","personal.current.transfer.receipts"
"new.row.10216","47220",1970,14357
"new.row.10217","47220",1971,16091
"new.row.10218","47220",1972,18153
"new.row.10219","47220",1973,22935
"new.row.10220","47220",1974,25156
"new.row.10221","47220",1975,25785
"new.row.10222","47220",1976,28259
"new.row.10223","47220",1977,30943
"new.row.10224","47220",1978,35135
"new.row.10225","47220",1979,39650
"new.row.10226","47220",1980,43586
"new.row.10227","47220",1981,49701
"new.row.10228","47220",1982,52650
"new.row.10229","47220",1983,55638
"new.row.10230","47220",1984,60492
"new.row.10231","47220",1985,66889
"new.row.10232","47220",1986,75543
"new.row.10233","47220",1987,83716
"new.row.10234","47220",1988,95187
"new.row.10235","47220",1989,102563
"new.row.10236","47220",1990,103641
"new.row.10237","47220",1991,109197
"new.row.10238","47220",1992,113485
"new.row.10239","47220",1993,113423
"new.row.10240","47220",1994,120048
"new.row.10241","47220",1995,126194
"new.row.10242","47220",1996,131990
"new.row.10243","47220",1997,135243
"new.row.10244","47220",1998,140310
"new.row.10245","47220",1999,143876
"new.row.10246","47220",2000,147736
"new.row.10247","47220",2001,158897
"new.row.10248","47220",2002,164069
"new.row.10249","47220",2003,171361
"new.row.10250","47220",2004,185058
"new.row.10251","47220",2005,196932
"new.row.10252","47220",2006,206903
"new.row.10253","47220",2007,216250
"new.row.10254","47220",2008,224786
"new.row.10255","47220",2009,224582
"new.row.10256","47220",2010,224808
"new.row.10257","47220",2011,184812
"new.row.10258","47220",2012,187154
"new.row.10259","47220",2013,234748
"new.row.10260","10740",1969,30242
"new.row.10261","10740",1970,33143
"new.row.10262","10740",1971,38862
"new.row.10263","10740",1972,45969
"new.row.10264","10740",1973,59675
"new.row.10265","10740",1974,67429
"new.row.10266","10740",1975,73824
"new.row.10267","10740",1976,82936
"new.row.10268","10740",1977,94824
"new.row.10269","10740",1978,113040
"new.row.10270","10740",1979,135686
"new.row.10271","10740",1980,151600
"new.row.10272","10740",1981,179786
"new.row.10273","10740",1982,191769
"new.row.10274","10740",1983,214698
"new.row.10275","10740",1984,241321
"new.row.10276","10740",1985,279205
"new.row.10277","10740",1986,303056
"new.row.10278","10740",1987,324554
"new.row.10279","10740",1988,365580
"new.row.10280","10740",1989,397308
"new.row.10281","10740",1990,451176
"new.row.10282","10740",1991,491908
"new.row.10283","10740",1992,524322
"new.row.10284","10740",1993,574026
"new.row.10285","10740",1994,639772
"new.row.10286","10740",1995,693927
"new.row.10287","10740",1996,722757
"new.row.10288","10740",1997,756674
"new.row.10289","10740",1998,796504
"new.row.10290","10740",1999,837632
"new.row.10291","10740",2000,890631
"new.row.10292","10740",2001,956242
"new.row.10293","10740",2002,984243
"new.row.10294","10740",2003,1026449
"new.row.10295","10740",2004,1083546
"new.row.10296","10740",2005,1144764
"new.row.10297","10740",2006,1250015
"new.row.10298","10740",2007,1308054
"new.row.10299","10740",2008,1347851
"new.row.10300","10740",2009,1351082
"new.row.10301","10740",2010,1346878
"new.row.10302","10740",2011,1081935
"new.row.10303","10740",2012,1098865
"new.row.10304","10740",2013,1429877
"new.row.10305","22140",1969,3621
"new.row.10306","22140",1970,3501
"new.row.10307","22140",1971,4433
"new.row.10308","22140",1972,5128
"new.row.10309","22140",1973,7258
"new.row.10310","22140",1974,9159
"new.row.10311","22140",1975,10496
"new.row.10312","22140",1976,12508
"new.row.10313","22140",1977,15652
"new.row.10314","22140",1978,19559
"new.row.10315","22140",1979,22694
"new.row.10316","22140",1980,27652
"new.row.10317","22140",1981,35399
"new.row.10318","22140",1982,36437
"new.row.10319","22140",1983,33673
"new.row.10320","22140",1984,34734
"new.row.10321","22140",1985,38424
"new.row.10322","22140",1986,38158
"new.row.10323","22140",1987,35986
"new.row.10324","22140",1988,40777
"new.row.10325","22140",1989,46037
"new.row.10326","22140",1990,56112
"new.row.10327","22140",1991,61482
"new.row.10328","22140",1992,64305
"new.row.10329","22140",1993,69521
"new.row.10330","22140",1994,75981
"new.row.10331","22140",1995,81767
"new.row.10332","22140",1996,83482
"new.row.10333","22140",1997,86640
"new.row.10334","22140",1998,91359
"new.row.10335","22140",1999,96052
"new.row.10336","22140",2000,101140
"new.row.10337","22140",2001,111259
"new.row.10338","22140",2002,114572
"new.row.10339","22140",2003,119609
"new.row.10340","22140",2004,130817
"new.row.10341","22140",2005,142879
"new.row.10342","22140",2006,159910
"new.row.10343","22140",2007,172123
"new.row.10344","22140",2008,192580
"new.row.10345","22140",2009,177517
"new.row.10346","22140",2010,176932
"new.row.10347","22140",2011,146873
"new.row.10348","22140",2012,149970
"new.row.10349","22140",2013,196647
"new.row.10350","29740",1969,3866
"new.row.10351","29740",1970,4066
"new.row.10352","29740",1971,4717
"new.row.10353","29740",1972,5245
"new.row.10354","29740",1973,6824
"new.row.10355","29740",1974,7781
"new.row.10356","29740",1975,8442
"new.row.10357","29740",1976,9411
"new.row.10358","29740",1977,11218
"new.row.10359","29740",1978,13270
"new.row.10360","29740",1979,15432
"new.row.10361","29740",1980,16905
"new.row.10362","29740",1981,20552
"new.row.10363","29740",1982,23365
"new.row.10364","29740",1983,27322
"new.row.10365","29740",1984,30302
"new.row.10366","29740",1985,35150
"new.row.10367","29740",1986,38831
"new.row.10368","29740",1987,42341
"new.row.10369","29740",1988,48421
"new.row.10370","29740",1989,54284
"new.row.10371","29740",1990,60967
"new.row.10372","29740",1991,67675
"new.row.10373","29740",1992,73185
"new.row.10374","29740",1993,79214
"new.row.10375","29740",1994,83706
"new.row.10376","29740",1995,90284
"new.row.10377","29740",1996,93752
"new.row.10378","29740",1997,97027
"new.row.10379","29740",1998,105482
"new.row.10380","29740",1999,112348
"new.row.10381","29740",2000,117153
"new.row.10382","29740",2001,125463
"new.row.10383","29740",2002,136679
"new.row.10384","29740",2003,146183
"new.row.10385","29740",2004,156999
"new.row.10386","29740",2005,171734
"new.row.10387","29740",2006,187722
"new.row.10388","29740",2007,201411
"new.row.10389","29740",2008,214479
"new.row.10390","29740",2009,224840
"new.row.10391","29740",2010,229934
"new.row.10392","29740",2011,186863
"new.row.10393","29740",2012,189454
"new.row.10394","29740",2013,244521
"new.row.10395","42140",1969,3921
"new.row.10396","42140",1970,4305
"new.row.10397","42140",1971,5093
"new.row.10398","42140",1972,5973
"new.row.10399","42140",1973,7926
"new.row.10400","42140",1974,9319
"new.row.10401","42140",1975,10109
"new.row.10402","42140",1976,11098
"new.row.10403","42140",1977,12915
"new.row.10404","42140",1978,15261
"new.row.10405","42140",1979,17694
"new.row.10406","42140",1980,20001
"new.row.10407","42140",1981,23933
"new.row.10408","42140",1982,27118
"new.row.10409","42140",1983,30274
"new.row.10410","42140",1984,33748
"new.row.10411","42140",1985,38908
"new.row.10412","42140",1986,44547
"new.row.10413","42140",1987,46907
"new.row.10414","42140",1988,54353
"new.row.10415","42140",1989,62141
"new.row.10416","42140",1990,71649
"new.row.10417","42140",1991,81143
"new.row.10418","42140",1992,87782
"new.row.10419","42140",1993,97732
"new.row.10420","42140",1994,106772
"new.row.10421","42140",1995,116375
"new.row.10422","42140",1996,118677
"new.row.10423","42140",1997,125453
"new.row.10424","42140",1998,134957
"new.row.10425","42140",1999,141403
"new.row.10426","42140",2000,150276
"new.row.10427","42140",2001,163425
"new.row.10428","42140",2002,177586
"new.row.10429","42140",2003,184322
"new.row.10430","42140",2004,197059
"new.row.10431","42140",2005,209787
"new.row.10432","42140",2006,227105
"new.row.10433","42140",2007,245567
"new.row.10434","42140",2008,246666
"new.row.10435","42140",2009,236073
"new.row.10436","42140",2010,235324
"new.row.10437","42140",2011,188732
"new.row.10438","42140",2012,190535
"new.row.10439","42140",2013,250419
"new.row.10440","10580",1969,93040
"new.row.10441","10580",1970,100137
"new.row.10442","10580",1971,113001
"new.row.10443","10580",1972,124438
"new.row.10444","10580",1973,153760
"new.row.10445","10580",1974,170195
"new.row.10446","10580",1975,175894
"new.row.10447","10580",1976,188829
"new.row.10448","10580",1977,202479
"new.row.10449","10580",1978,228622
"new.row.10450","10580",1979,261692
"new.row.10451","10580",1980,285185
"new.row.10452","10580",1981,331396
"new.row.10453","10580",1982,359690
"new.row.10454","10580",1983,384311
"new.row.10455","10580",1984,426964
"new.row.10456","10580",1985,486921
"new.row.10457","10580",1986,539266
"new.row.10458","10580",1987,573530
"new.row.10459","10580",1988,647084
"new.row.10460","10580",1989,695918
"new.row.10461","10580",1990,703796
"new.row.10462","10580",1991,756982
"new.row.10463","10580",1992,778449
"new.row.10464","10580",1993,808038
"new.row.10465","10580",1994,849222
"new.row.10466","10580",1995,864301
"new.row.10467","10580",1996,859417
"new.row.10468","10580",1997,901825
"new.row.10469","10580",1998,935829
"new.row.10470","10580",1999,988810
"new.row.10471","10580",2000,1057917
"new.row.10472","10580",2001,1125358
"new.row.10473","10580",2002,1168266
"new.row.10474","10580",2003,1218500
"new.row.10475","10580",2004,1255424
"new.row.10476","10580",2005,1303615
"new.row.10477","10580",2006,1344905
"new.row.10478","10580",2007,1381307
"new.row.10479","10580",2008,1460665
"new.row.10480","10580",2009,1515821
"new.row.10481","10580",2010,1504446
"new.row.10482","10580",2011,1215252
"new.row.10483","10580",2012,1241911
"new.row.10484","10580",2013,1688417
"new.row.10485","13780",1969,32399
"new.row.10486","13780",1970,33726
"new.row.10487","13780",1971,36484
"new.row.10488","13780",1972,39630
"new.row.10489","13780",1973,49209
"new.row.10490","13780",1974,54535
"new.row.10491","13780",1975,57591
"new.row.10492","13780",1976,61461
"new.row.10493","13780",1977,66960
"new.row.10494","13780",1978,75297
"new.row.10495","13780",1979,86157
"new.row.10496","13780",1980,93697
"new.row.10497","13780",1981,110549
"new.row.10498","13780",1982,121445
"new.row.10499","13780",1983,128663
"new.row.10500","13780",1984,143297
"new.row.10501","13780",1985,160620
"new.row.10502","13780",1986,170676
"new.row.10503","13780",1987,178795
"new.row.10504","13780",1988,195144
"new.row.10505","13780",1989,205757
"new.row.10506","13780",1990,200808
"new.row.10507","13780",1991,214596
"new.row.10508","13780",1992,214283
"new.row.10509","13780",1993,215380
"new.row.10510","13780",1994,219467
"new.row.10511","13780",1995,222443
"new.row.10512","13780",1996,222119
"new.row.10513","13780",1997,229688
"new.row.10514","13780",1998,231475
"new.row.10515","13780",1999,243815
"new.row.10516","13780",2000,255903
"new.row.10517","13780",2001,262265
"new.row.10518","13780",2002,268839
"new.row.10519","13780",2003,266902
"new.row.10520","13780",2004,273973
"new.row.10521","13780",2005,288987
"new.row.10522","13780",2006,301631
"new.row.10523","13780",2007,315015
"new.row.10524","13780",2008,334189
"new.row.10525","13780",2009,338919
"new.row.10526","13780",2010,334124
"new.row.10527","13780",2011,271954
"new.row.10528","13780",2012,272502
"new.row.10529","13780",2013,350612
"new.row.10530","15380",1969,160528
"new.row.10531","15380",1970,165675
"new.row.10532","15380",1971,181365
"new.row.10533","15380",1972,197997
"new.row.10534","15380",1973,249989
"new.row.10535","15380",1974,274265
"new.row.10536","15380",1975,280697
"new.row.10537","15380",1976,302871
"new.row.10538","15380",1977,326876
"new.row.10539","15380",1978,360563
"new.row.10540","15380",1979,413194
"new.row.10541","15380",1980,434705
"new.row.10542","15380",1981,502875
"new.row.10543","15380",1982,516102
"new.row.10544","15380",1983,533122
"new.row.10545","15380",1984,583288
"new.row.10546","15380",1985,654705
"new.row.10547","15380",1986,707134
"new.row.10548","15380",1987,740166
"new.row.10549","15380",1988,820986
"new.row.10550","15380",1989,880293
"new.row.10551","15380",1990,881137
"new.row.10552","15380",1991,938853
"new.row.10553","15380",1992,960879
"new.row.10554","15380",1993,984605
"new.row.10555","15380",1994,1043755
"new.row.10556","15380",1995,1087035
"new.row.10557","15380",1996,1088823
"new.row.10558","15380",1997,1120685
"new.row.10559","15380",1998,1146850
"new.row.10560","15380",1999,1202135
"new.row.10561","15380",2000,1240670
"new.row.10562","15380",2001,1256005
"new.row.10563","15380",2002,1311444
"new.row.10564","15380",2003,1359398
"new.row.10565","15380",2004,1414401
"new.row.10566","15380",2005,1453020
"new.row.10567","15380",2006,1508484
"new.row.10568","15380",2007,1554929
"new.row.10569","15380",2008,1630567
"new.row.10570","15380",2009,1676602
"new.row.10571","15380",2010,1691894
"new.row.10572","15380",2011,1403083
"new.row.10573","15380",2012,1426158
"new.row.10574","15380",2013,1880223
"new.row.10575","21300",1969,11312
"new.row.10576","21300",1970,11885
"new.row.10577","21300",1971,12709
"new.row.10578","21300",1972,13940
"new.row.10579","21300",1973,17721
"new.row.10580","21300",1974,19295
"new.row.10581","21300",1975,19545
"new.row.10582","21300",1976,21134
"new.row.10583","21300",1977,21848
"new.row.10584","21300",1978,24161
"new.row.10585","21300",1979,26947
"new.row.10586","21300",1980,29597
"new.row.10587","21300",1981,34269
"new.row.10588","21300",1982,34829
"new.row.10589","21300",1983,35865
"new.row.10590","21300",1984,38846
"new.row.10591","21300",1985,41536
"new.row.10592","21300",1986,44770
"new.row.10593","21300",1987,49149
"new.row.10594","21300",1988,55315
"new.row.10595","21300",1989,60964
"new.row.10596","21300",1990,60370
"new.row.10597","21300",1991,64192
"new.row.10598","21300",1992,64885
"new.row.10599","21300",1993,66751
"new.row.10600","21300",1994,71118
"new.row.10601","21300",1995,74435
"new.row.10602","21300",1996,75532
"new.row.10603","21300",1997,78441
"new.row.10604","21300",1998,81138
"new.row.10605","21300",1999,83912
"new.row.10606","21300",2000,85293
"new.row.10607","21300",2001,87656
"new.row.10608","21300",2002,89154
"new.row.10609","21300",2003,90989
"new.row.10610","21300",2004,93674
"new.row.10611","21300",2005,100902
"new.row.10612","21300",2006,103948
"new.row.10613","21300",2007,108096
"new.row.10614","21300",2008,115946
"new.row.10615","21300",2009,115696
"new.row.10616","21300",2010,120735
"new.row.10617","21300",2011,100060
"new.row.10618","21300",2012,101406
"new.row.10619","21300",2013,131926
"new.row.10620","24020",1969,9854
"new.row.10621","24020",1970,10668
"new.row.10622","24020",1971,11627
"new.row.10623","24020",1972,12734
"new.row.10624","24020",1973,15910
"new.row.10625","24020",1974,17849
"new.row.10626","24020",1975,18244
"new.row.10627","24020",1976,20013
"new.row.10628","24020",1977,21577
"new.row.10629","24020",1978,24359
"new.row.10630","24020",1979,27853
"new.row.10631","24020",1980,30341
"new.row.10632","24020",1981,35349
"new.row.10633","24020",1982,38013
"new.row.10634","24020",1983,40239
"new.row.10635","24020",1984,45491
"new.row.10636","24020",1985,50873
"new.row.10637","24020",1986,57490
"new.row.10638","24020",1987,62931
"new.row.10639","24020",1988,71590
"new.row.10640","24020",1989,75258
"new.row.10641","24020",1990,74192
"new.row.10642","24020",1991,78610
"new.row.10643","24020",1992,81721
"new.row.10644","24020",1993,84133
"new.row.10645","24020",1994,89561
"new.row.10646","24020",1995,93051
"new.row.10647","24020",1996,93435
"new.row.10648","24020",1997,96729
"new.row.10649","24020",1998,98508
"new.row.10650","24020",1999,101006
"new.row.10651","24020",2000,107339
"new.row.10652","24020",2001,107798
"new.row.10653","24020",2002,113817
"new.row.10654","24020",2003,119888
"new.row.10655","24020",2004,127236
"new.row.10656","24020",2005,136300
"new.row.10657","24020",2006,139765
"new.row.10658","24020",2007,144181
"new.row.10659","24020",2008,153955
"new.row.10660","24020",2009,159074
"new.row.10661","24020",2010,160464
"new.row.10662","24020",2011,132901
"new.row.10663","24020",2012,137055
"new.row.10664","24020",2013,178122
"new.row.10665","27060",1969,7695
"new.row.10666","27060",1970,8231
"new.row.10667","27060",1971,8998
"new.row.10668","27060",1972,10143
"new.row.10669","27060",1973,13303
"new.row.10670","27060",1974,15599
"new.row.10671","27060",1975,15828
"new.row.10672","27060",1976,16535
"new.row.10673","27060",1977,16733
"new.row.10674","27060",1978,18796
"new.row.10675","27060",1979,21428
"new.row.10676","27060",1980,24566
"new.row.10677","27060",1981,30120
"new.row.10678","27060",1982,34890
