"","msa.fips","year","supplements.to.wages.and.salaries"
"new.row.10842","20500",1987,726511
"new.row.10843","20500",1988,779814
"new.row.10844","20500",1989,889590
"new.row.10845","20500",1990,1006541
"new.row.10846","20500",1991,1134462
"new.row.10847","20500",1992,1301189
"new.row.10848","20500",1993,1393301
"new.row.10849","20500",1994,1496617
"new.row.10850","20500",1995,1535778
"new.row.10851","20500",1996,1614005
"new.row.10852","20500",1997,1728074
"new.row.10853","20500",1998,1853059
"new.row.10854","20500",1999,2027690
"new.row.10855","20500",2000,2208877
"new.row.10856","20500",2001,2402017
"new.row.10857","20500",2002,2507015
"new.row.10858","20500",2003,2655767
"new.row.10859","20500",2004,2873934
"new.row.10860","20500",2005,3000844
"new.row.10861","20500",2006,3224013
"new.row.10862","20500",2007,3445741
"new.row.10863","20500",2008,3593478
"new.row.10864","20500",2009,3761180
"new.row.10865","20500",2010,3880862
"new.row.10866","20500",2011,3689725
"new.row.10867","20500",2012,3958325
"new.row.10868","22180",1969,150938
"new.row.10869","22180",1970,148320
"new.row.10870","22180",1971,161776
"new.row.10871","22180",1972,185486
"new.row.10872","22180",1973,206961
"new.row.10873","22180",1974,243483
"new.row.10874","22180",1975,269098
"new.row.10875","22180",1976,281847
"new.row.10876","22180",1977,295035
"new.row.10877","22180",1978,312672
"new.row.10878","22180",1979,338091
"new.row.10879","22180",1980,400824
"new.row.10880","22180",1981,447946
"new.row.10881","22180",1982,481434
"new.row.10882","22180",1983,537343
"new.row.10883","22180",1984,583049
"new.row.10884","22180",1985,618336
"new.row.10885","22180",1986,654772
"new.row.10886","22180",1987,675650
"new.row.10887","22180",1988,725718
"new.row.10888","22180",1989,765930
"new.row.10889","22180",1990,761473
"new.row.10890","22180",1991,806502
"new.row.10891","22180",1992,1014465
"new.row.10892","22180",1993,1013181
"new.row.10893","22180",1994,1005932
"new.row.10894","22180",1995,1009116
"new.row.10895","22180",1996,1004563
"new.row.10896","22180",1997,1041947
"new.row.10897","22180",1998,1089273
"new.row.10898","22180",1999,1145067
"new.row.10899","22180",2000,1209731
"new.row.10900","22180",2001,1251833
"new.row.10901","22180",2002,1409778
"new.row.10902","22180",2003,1711842
"new.row.10903","22180",2004,1839237
"new.row.10904","22180",2005,2079812
"new.row.10905","22180",2006,2184473
"new.row.10906","22180",2007,2358079
"new.row.10907","22180",2008,2557523
"new.row.10908","22180",2009,2739562
"new.row.10909","22180",2010,2968405
"new.row.10910","22180",2011,2995886
"new.row.10911","22180",2012,3047929
"new.row.10912","24140",1969,30351
"new.row.10913","24140",1970,33876
"new.row.10914","24140",1971,39002
"new.row.10915","24140",1972,43517
"new.row.10916","24140",1973,45284
"new.row.10917","24140",1974,52767
"new.row.10918","24140",1975,59207
"new.row.10919","24140",1976,64183
"new.row.10920","24140",1977,70016
"new.row.10921","24140",1978,75938
"new.row.10922","24140",1979,85698
"new.row.10923","24140",1980,95530
"new.row.10924","24140",1981,104553
"new.row.10925","24140",1982,114086
"new.row.10926","24140",1983,126146
"new.row.10927","24140",1984,136069
"new.row.10928","24140",1985,143729
"new.row.10929","24140",1986,151212
"new.row.10930","24140",1987,160675
"new.row.10931","24140",1988,178850
"new.row.10932","24140",1989,192435
"new.row.10933","24140",1990,204173
"new.row.10934","24140",1991,213592
"new.row.10935","24140",1992,234484
"new.row.10936","24140",1993,244705
"new.row.10937","24140",1994,249504
"new.row.10938","24140",1995,255740
"new.row.10939","24140",1996,258820
"new.row.10940","24140",1997,270651
"new.row.10941","24140",1998,285692
"new.row.10942","24140",1999,300246
"new.row.10943","24140",2000,315528
"new.row.10944","24140",2001,330595
"new.row.10945","24140",2002,352160
"new.row.10946","24140",2003,382824
"new.row.10947","24140",2004,413091
"new.row.10948","24140",2005,433795
"new.row.10949","24140",2006,449772
"new.row.10950","24140",2007,467175
"new.row.10951","24140",2008,474291
"new.row.10952","24140",2009,495451
"new.row.10953","24140",2010,515208
"new.row.10954","24140",2011,506301
"new.row.10955","24140",2012,529562
"new.row.10956","24660",1969,125983
"new.row.10957","24660",1970,138660
"new.row.10958","24660",1971,157109
"new.row.10959","24660",1972,186012
"new.row.10960","24660",1973,213373
"new.row.10961","24660",1974,236342
"new.row.10962","24660",1975,272880
"new.row.10963","24660",1976,308958
"new.row.10964","24660",1977,360019
"new.row.10965","24660",1978,427489
"new.row.10966","24660",1979,483883
"new.row.10967","24660",1980,531297
"new.row.10968","24660",1981,603657
"new.row.10969","24660",1982,653764
"new.row.10970","24660",1983,736246
"new.row.10971","24660",1984,826048
"new.row.10972","24660",1985,897303
"new.row.10973","24660",1986,995697
"new.row.10974","24660",1987,1092493
"new.row.10975","24660",1988,1196883
"new.row.10976","24660",1989,1305676
"new.row.10977","24660",1990,1409341
"new.row.10978","24660",1991,1471763
"new.row.10979","24660",1992,1661727
"new.row.10980","24660",1993,1771849
"new.row.10981","24660",1994,1898756
"new.row.10982","24660",1995,1938938
"new.row.10983","24660",1996,2004259
"new.row.10984","24660",1997,2088478
"new.row.10985","24660",1998,2223156
"new.row.10986","24660",1999,2355029
"new.row.10987","24660",2000,2446802
"new.row.10988","24660",2001,2529234
"new.row.10989","24660",2002,2590491
"new.row.10990","24660",2003,2763889
"new.row.10991","24660",2004,2903715
"new.row.10992","24660",2005,3101074
"new.row.10993","24660",2006,3222980
"new.row.10994","24660",2007,3339542
"new.row.10995","24660",2008,3397912
"new.row.10996","24660",2009,3353928
"new.row.10997","24660",2010,3433161
"new.row.10998","24660",2011,3320978
"new.row.10999","24660",2012,3544154
"new.row.11000","24780",1969,11731
"new.row.11001","24780",1970,13278
"new.row.11002","24780",1971,15962
"new.row.11003","24780",1972,18557
"new.row.11004","24780",1973,21655
"new.row.11005","24780",1974,25196
"new.row.11006","24780",1975,32141
"new.row.11007","24780",1976,36833
"new.row.11008","24780",1977,43151
"new.row.11009","24780",1978,50262
"new.row.11010","24780",1979,57618
"new.row.11011","24780",1980,65720
"new.row.11012","24780",1981,76120
"new.row.11013","24780",1982,85424
"new.row.11014","24780",1983,96769
"new.row.11015","24780",1984,111873
"new.row.11016","24780",1985,121033
"new.row.11017","24780",1986,137145
"new.row.11018","24780",1987,150061
"new.row.11019","24780",1988,171200
"new.row.11020","24780",1989,202046
"new.row.11021","24780",1990,227427
"new.row.11022","24780",1991,244851
"new.row.11023","24780",1992,281825
"new.row.11024","24780",1993,304911
"new.row.11025","24780",1994,330142
"new.row.11026","24780",1995,342471
"new.row.11027","24780",1996,352598
"new.row.11028","24780",1997,374075
"new.row.11029","24780",1998,393887
"new.row.11030","24780",1999,432210
"new.row.11031","24780",2000,463993
"new.row.11032","24780",2001,459846
"new.row.11033","24780",2002,482006
"new.row.11034","24780",2003,525562
"new.row.11035","24780",2004,578414
"new.row.11036","24780",2005,625920
"new.row.11037","24780",2006,660076
"new.row.11038","24780",2007,713708
"new.row.11039","24780",2008,744119
"new.row.11040","24780",2009,770022
"new.row.11041","24780",2010,811289
"new.row.11042","24780",2011,763436
"new.row.11043","24780",2012,828197
"new.row.11044","25860",1969,58567
"new.row.11045","25860",1970,62766
"new.row.11046","25860",1971,71245
"new.row.11047","25860",1972,85938
"new.row.11048","25860",1973,98814
"new.row.11049","25860",1974,108575
"new.row.11050","25860",1975,120528
"new.row.11051","25860",1976,144268
"new.row.11052","25860",1977,174181
"new.row.11053","25860",1978,197462
"new.row.11054","25860",1979,221600
"new.row.11055","25860",1980,244073
"new.row.11056","25860",1981,282690
"new.row.11057","25860",1982,302937
"new.row.11058","25860",1983,347091
"new.row.11059","25860",1984,388481
"new.row.11060","25860",1985,417713
"new.row.11061","25860",1986,468400
"new.row.11062","25860",1987,514641
"new.row.11063","25860",1988,567759
"new.row.11064","25860",1989,620921
"new.row.11065","25860",1990,663722
"new.row.11066","25860",1991,695402
"new.row.11067","25860",1992,806176
"new.row.11068","25860",1993,867541
"new.row.11069","25860",1994,914013
"new.row.11070","25860",1995,891428
"new.row.11071","25860",1996,919142
"new.row.11072","25860",1997,959393
"new.row.11073","25860",1998,1008758
"new.row.11074","25860",1999,1082685
"new.row.11075","25860",2000,1138337
"new.row.11076","25860",2001,1134234
"new.row.11077","25860",2002,1130471
"new.row.11078","25860",2003,1165971
"new.row.11079","25860",2004,1241960
"new.row.11080","25860",2005,1303011
"new.row.11081","25860",2006,1348751
"new.row.11082","25860",2007,1378839
"new.row.11083","25860",2008,1374908
"new.row.11084","25860",2009,1305482
"new.row.11085","25860",2010,1339490
"new.row.11086","25860",2011,1275917
"new.row.11087","25860",2012,1332432
"new.row.11088","27340",1969,72627
"new.row.11089","27340",1970,89758
"new.row.11090","27340",1971,89567
"new.row.11091","27340",1972,98634
"new.row.11092","27340",1973,103706
"new.row.11093","27340",1974,124489
"new.row.11094","27340",1975,143698
"new.row.11095","27340",1976,152351
"new.row.11096","27340",1977,158664
"new.row.11097","27340",1978,167911
"new.row.11098","27340",1979,172982
"new.row.11099","27340",1980,181126
"new.row.11100","27340",1981,245573
"new.row.11101","27340",1982,262079
"new.row.11102","27340",1983,285523
"new.row.11103","27340",1984,322193
"new.row.11104","27340",1985,355426
"new.row.11105","27340",1986,367471
"new.row.11106","27340",1987,387636
"new.row.11107","27340",1988,408107
"new.row.11108","27340",1989,435216
"new.row.11109","27340",1990,382312
"new.row.11110","27340",1991,383181
"new.row.11111","27340",1992,465609
"new.row.11112","27340",1993,431327
"new.row.11113","27340",1994,450719
"new.row.11114","27340",1995,444764
"new.row.11115","27340",1996,442852
"new.row.11116","27340",1997,469979
"new.row.11117","27340",1998,491579
"new.row.11118","27340",1999,517520
"new.row.11119","27340",2000,531648
"new.row.11120","27340",2001,551092
"new.row.11121","27340",2002,578186
"new.row.11122","27340",2003,745162
"new.row.11123","27340",2004,862479
"new.row.11124","27340",2005,968448
"new.row.11125","27340",2006,1020402
"new.row.11126","27340",2007,1147980
"new.row.11127","27340",2008,1309327
"new.row.11128","27340",2009,1488142
"new.row.11129","27340",2010,1660729
"new.row.11130","27340",2011,1687670
"new.row.11131","27340",2012,1710507
"new.row.11132","34820",1969,18259
"new.row.11133","34820",1970,22219
"new.row.11134","34820",1971,30235
"new.row.11135","34820",1972,36345
"new.row.11136","34820",1973,40408
"new.row.11137","34820",1974,45697
"new.row.11138","34820",1975,57631
"new.row.11139","34820",1976,64051
"new.row.11140","34820",1977,73108
"new.row.11141","34820",1978,83142
"new.row.11142","34820",1979,95226
"new.row.11143","34820",1980,107726
"new.row.11144","34820",1981,122717
"new.row.11145","34820",1982,141521
"new.row.11146","34820",1983,164754
"new.row.11147","34820",1984,191501
"new.row.11148","34820",1985,210854
"new.row.11149","34820",1986,228580
"new.row.11150","34820",1987,242387
"new.row.11151","34820",1988,265091
"new.row.11152","34820",1989,291838
"new.row.11153","34820",1990,319532
"new.row.11154","34820",1991,351376
"new.row.11155","34820",1992,377406
"new.row.11156","34820",1993,381869
"new.row.11157","34820",1994,415937
"new.row.11158","34820",1995,446206
"new.row.11159","34820",1996,473184
"new.row.11160","34820",1997,516602
"new.row.11161","34820",1998,573464
"new.row.11162","34820",1999,629067
"new.row.11163","34820",2000,681493
"new.row.11164","34820",2001,705849
"new.row.11165","34820",2002,742028
"new.row.11166","34820",2003,826888
"new.row.11167","34820",2004,896573
"new.row.11168","34820",2005,980541
"new.row.11169","34820",2006,1075656
"new.row.11170","34820",2007,1142134
"new.row.11171","34820",2008,1167109
"new.row.11172","34820",2009,1117548
"new.row.11173","34820",2010,1109945
"new.row.11174","34820",2011,1192113
"new.row.11175","34820",2012,1193133
"new.row.11176","35100",1969,34357
"new.row.11177","35100",1970,40125
"new.row.11178","35100",1971,45296
"new.row.11179","35100",1972,49289
"new.row.11180","35100",1973,58609
"new.row.11181","35100",1974,64248
"new.row.11182","35100",1975,72544
"new.row.11183","35100",1976,65376
"new.row.11184","35100",1977,77050
"new.row.11185","35100",1978,91758
"new.row.11186","35100",1979,103315
"new.row.11187","35100",1980,120259
"new.row.11188","35100",1981,131355
"new.row.11189","35100",1982,150007
"new.row.11190","35100",1983,160698
"new.row.11191","35100",1984,184778
"new.row.11192","35100",1985,200790
"new.row.11193","35100",1986,213085
"new.row.11194","35100",1987,209444
"new.row.11195","35100",1988,222370
"new.row.11196","35100",1989,238030
"new.row.11197","35100",1990,240747
"new.row.11198","35100",1991,252854
"new.row.11199","35100",1992,290401
"new.row.11200","35100",1993,284889
"new.row.11201","35100",1994,298021
"new.row.11202","35100",1995,304981
"new.row.11203","35100",1996,316897
"new.row.11204","35100",1997,330383
"new.row.11205","35100",1998,354379
"new.row.11206","35100",1999,375717
"new.row.11207","35100",2000,395820
"new.row.11208","35100",2001,407737
"new.row.11209","35100",2002,420744
"new.row.11210","35100",2003,485502
"new.row.11211","35100",2004,539237
"new.row.11212","35100",2005,579695
"new.row.11213","35100",2006,594690
"new.row.11214","35100",2007,632809
"new.row.11215","35100",2008,651559
"new.row.11216","35100",2009,689239
"new.row.11217","35100",2010,728403
"new.row.11218","35100",2011,720694
"new.row.11219","35100",2012,755038
"new.row.11220","39580",1969,78685
"new.row.11221","39580",1970,88764
"new.row.11222","39580",1971,103130
"new.row.11223","39580",1972,122740
"new.row.11224","39580",1973,143082
"new.row.11225","39580",1974,164365
"new.row.11226","39580",1975,195317
"new.row.11227","39580",1976,221489
"new.row.11228","39580",1977,256582
"new.row.11229","39580",1978,299837
"new.row.11230","39580",1979,357578
"new.row.11231","39580",1980,408514
"new.row.11232","39580",1981,457676
"new.row.11233","39580",1982,512556
"new.row.11234","39580",1983,599112
"new.row.11235","39580",1984,695838
"new.row.11236","39580",1985,810721
"new.row.11237","39580",1986,904216
"new.row.11238","39580",1987,961824
"new.row.11239","39580",1988,1073369
"new.row.11240","39580",1989,1213420
"new.row.11241","39580",1990,1349079
"new.row.11242","39580",1991,1450087
"new.row.11243","39580",1992,1682917
"new.row.11244","39580",1993,1828011
"new.row.11245","39580",1994,1969287
"new.row.11246","39580",1995,2056840
"new.row.11247","39580",1996,2210720
"new.row.11248","39580",1997,2447671
"new.row.11249","39580",1998,2690300
"new.row.11250","39580",1999,2918501
"new.row.11251","39580",2000,3203204
"new.row.11252","39580",2001,3488510
"new.row.11253","39580",2002,3666133
"new.row.11254","39580",2003,3945171
"new.row.11255","39580",2004,4249939
"new.row.11256","39580",2005,4651630
"new.row.11257","39580",2006,4958822
"new.row.11258","39580",2007,5306160
"new.row.11259","39580",2008,5503057
"new.row.11260","39580",2009,5632201
"new.row.11261","39580",2010,5793010
"new.row.11262","39580",2011,5635946
"new.row.11263","39580",2012,6017388
"new.row.11264","40580",1969,20092
"new.row.11265","40580",1970,22801
"new.row.11266","40580",1971,26285
"new.row.11267","40580",1972,32381
"new.row.11268","40580",1973,38797
"new.row.11269","40580",1974,45468
"new.row.11270","40580",1975,53095
"new.row.11271","40580",1976,62210
"new.row.11272","40580",1977,71784
"new.row.11273","40580",1978,82020
"new.row.11274","40580",1979,93246
"new.row.11275","40580",1980,102761
"new.row.11276","40580",1981,120827
"new.row.11277","40580",1982,129689
"new.row.11278","40580",1983,146742
"new.row.11279","40580",1984,161662
