"","msa.fips","year","wages.and.salaries"
"new.row.13242","16700",2011,13390922
"new.row.13243","16700",2012,13995409
"new.row.13244","17900",1969,892217
"new.row.13245","17900",1970,979913
"new.row.13246","17900",1971,1074952
"new.row.13247","17900",1972,1207193
"new.row.13248","17900",1973,1379336
"new.row.13249","17900",1974,1578987
"new.row.13250","17900",1975,1682127
"new.row.13251","17900",1976,1855730
"new.row.13252","17900",1977,2044206
"new.row.13253","17900",1978,2285963
"new.row.13254","17900",1979,2565618
"new.row.13255","17900",1980,2813466
"new.row.13256","17900",1981,3083976
"new.row.13257","17900",1982,3261964
"new.row.13258","17900",1983,3566599
"new.row.13259","17900",1984,3961643
"new.row.13260","17900",1985,4281156
"new.row.13261","17900",1986,4613579
"new.row.13262","17900",1987,4969507
"new.row.13263","17900",1988,5443802
"new.row.13264","17900",1989,5794473
"new.row.13265","17900",1990,6140112
"new.row.13266","17900",1991,6266588
"new.row.13267","17900",1992,6556927
"new.row.13268","17900",1993,6792832
"new.row.13269","17900",1994,7211157
"new.row.13270","17900",1995,7663625
"new.row.13271","17900",1996,8176335
"new.row.13272","17900",1997,8737220
"new.row.13273","17900",1998,9460078
"new.row.13274","17900",1999,10041374
"new.row.13275","17900",2000,10605856
"new.row.13276","17900",2001,10810557
"new.row.13277","17900",2002,11081562
"new.row.13278","17900",2003,11539032
"new.row.13279","17900",2004,12251221
"new.row.13280","17900",2005,12873220
"new.row.13281","17900",2006,13855359
"new.row.13282","17900",2007,14505424
"new.row.13283","17900",2008,14902696
"new.row.13284","17900",2009,14530829
"new.row.13285","17900",2010,14514301
"new.row.13286","17900",2011,14883323
"new.row.13287","17900",2012,15509929
"new.row.13288","22500",1969,256463
"new.row.13289","22500",1970,279482
"new.row.13290","22500",1971,302966
"new.row.13291","22500",1972,342811
"new.row.13292","22500",1973,399706
"new.row.13293","22500",1974,460021
"new.row.13294","22500",1975,455111
"new.row.13295","22500",1976,517554
"new.row.13296","22500",1977,575460
"new.row.13297","22500",1978,650923
"new.row.13298","22500",1979,730845
"new.row.13299","22500",1980,811920
"new.row.13300","22500",1981,904608
"new.row.13301","22500",1982,911339
"new.row.13302","22500",1983,965252
"new.row.13303","22500",1984,1086122
"new.row.13304","22500",1985,1121695
"new.row.13305","22500",1986,1195656
"new.row.13306","22500",1987,1271992
"new.row.13307","22500",1988,1384187
"new.row.13308","22500",1989,1490664
"new.row.13309","22500",1990,1608425
"new.row.13310","22500",1991,1682974
"new.row.13311","22500",1992,1776939
"new.row.13312","22500",1993,1876262
"new.row.13313","22500",1994,1948343
"new.row.13314","22500",1995,2067519
"new.row.13315","22500",1996,2189772
"new.row.13316","22500",1997,2314556
"new.row.13317","22500",1998,2458523
"new.row.13318","22500",1999,2538373
"new.row.13319","22500",2000,2669284
"new.row.13320","22500",2001,2750036
"new.row.13321","22500",2002,2823361
"new.row.13322","22500",2003,2860786
"new.row.13323","22500",2004,2971051
"new.row.13324","22500",2005,3059615
"new.row.13325","22500",2006,3244156
"new.row.13326","22500",2007,3389929
"new.row.13327","22500",2008,3419554
"new.row.13328","22500",2009,3305127
"new.row.13329","22500",2010,3335356
"new.row.13330","22500",2011,3397736
"new.row.13331","22500",2012,3530602
"new.row.13332","24860",1969,1015088
"new.row.13333","24860",1970,1087261
"new.row.13334","24860",1971,1179496
"new.row.13335","24860",1972,1347373
"new.row.13336","24860",1973,1558714
"new.row.13337","24860",1974,1751486
"new.row.13338","24860",1975,1736136
"new.row.13339","24860",1976,1974620
"new.row.13340","24860",1977,2207535
"new.row.13341","24860",1978,2500122
"new.row.13342","24860",1979,2813532
"new.row.13343","24860",1980,3110845
"new.row.13344","24860",1981,3397939
"new.row.13345","24860",1982,3468537
"new.row.13346","24860",1983,3720630
"new.row.13347","24860",1984,4119445
"new.row.13348","24860",1985,4407955
"new.row.13349","24860",1986,4748646
"new.row.13350","24860",1987,5182302
"new.row.13351","24860",1988,5723910
"new.row.13352","24860",1989,6131042
"new.row.13353","24860",1990,6549857
"new.row.13354","24860",1991,6674222
"new.row.13355","24860",1992,6919724
"new.row.13356","24860",1993,7370728
"new.row.13357","24860",1994,7839496
"new.row.13358","24860",1995,8478652
"new.row.13359","24860",1996,8940721
"new.row.13360","24860",1997,9520589
"new.row.13361","24860",1998,10171786
"new.row.13362","24860",1999,10826030
"new.row.13363","24860",2000,11527316
"new.row.13364","24860",2001,11686609
"new.row.13365","24860",2002,11551772
"new.row.13366","24860",2003,11869709
"new.row.13367","24860",2004,12305408
"new.row.13368","24860",2005,12890802
"new.row.13369","24860",2006,13621706
"new.row.13370","24860",2007,14388171
"new.row.13371","24860",2008,14762933
"new.row.13372","24860",2009,13924316
"new.row.13373","24860",2010,14307330
"new.row.13374","24860",2011,15055002
"new.row.13375","24860",2012,15666878
"new.row.13376","25940",1969,138303
"new.row.13377","25940",1970,148923
"new.row.13378","25940",1971,150976
"new.row.13379","25940",1972,184845
"new.row.13380","25940",1973,211838
"new.row.13381","25940",1974,222273
"new.row.13382","25940",1975,232473
"new.row.13383","25940",1976,267867
"new.row.13384","25940",1977,293155
"new.row.13385","25940",1978,323139
"new.row.13386","25940",1979,363266
"new.row.13387","25940",1980,407802
"new.row.13388","25940",1981,488297
"new.row.13389","25940",1982,519773
"new.row.13390","25940",1983,544006
"new.row.13391","25940",1984,633056
"new.row.13392","25940",1985,698763
"new.row.13393","25940",1986,752079
"new.row.13394","25940",1987,789296
"new.row.13395","25940",1988,825243
"new.row.13396","25940",1989,875494
"new.row.13397","25940",1990,938236
"new.row.13398","25940",1991,952125
"new.row.13399","25940",1992,1027537
"new.row.13400","25940",1993,1089924
"new.row.13401","25940",1994,1195860
"new.row.13402","25940",1995,1322442
"new.row.13403","25940",1996,1428351
"new.row.13404","25940",1997,1561726
"new.row.13405","25940",1998,1694709
"new.row.13406","25940",1999,1853971
"new.row.13407","25940",2000,1994849
"new.row.13408","25940",2001,2109705
"new.row.13409","25940",2002,2161140
"new.row.13410","25940",2003,2308022
"new.row.13411","25940",2004,2510679
"new.row.13412","25940",2005,2708916
"new.row.13413","25940",2006,2941993
"new.row.13414","25940",2007,3128878
"new.row.13415","25940",2008,3097256
"new.row.13416","25940",2009,2910393
"new.row.13417","25940",2010,2864246
"new.row.13418","25940",2011,2903483
"new.row.13419","25940",2012,3042648
"new.row.13420","43900",1969,457024
"new.row.13421","43900",1970,488497
"new.row.13422","43900",1971,529977
"new.row.13423","43900",1972,594252
"new.row.13424","43900",1973,676548
"new.row.13425","43900",1974,733698
"new.row.13426","43900",1975,750635
"new.row.13427","43900",1976,867623
"new.row.13428","43900",1977,934341
"new.row.13429","43900",1978,1057744
"new.row.13430","43900",1979,1166812
"new.row.13431","43900",1980,1288139
"new.row.13432","43900",1981,1394399
"new.row.13433","43900",1982,1405608
"new.row.13434","43900",1983,1505477
"new.row.13435","43900",1984,1687032
"new.row.13436","43900",1985,1787016
"new.row.13437","43900",1986,1882539
"new.row.13438","43900",1987,2051000
"new.row.13439","43900",1988,2243792
"new.row.13440","43900",1989,2395976
"new.row.13441","43900",1990,2530861
"new.row.13442","43900",1991,2584934
"new.row.13443","43900",1992,2793591
"new.row.13444","43900",1993,2950083
"new.row.13445","43900",1994,3160567
"new.row.13446","43900",1995,3387323
"new.row.13447","43900",1996,3525410
"new.row.13448","43900",1997,3736360
"new.row.13449","43900",1998,3944666
"new.row.13450","43900",1999,4096933
"new.row.13451","43900",2000,4280994
"new.row.13452","43900",2001,4378371
"new.row.13453","43900",2002,4455445
"new.row.13454","43900",2003,4522834
"new.row.13455","43900",2004,4709594
"new.row.13456","43900",2005,4817334
"new.row.13457","43900",2006,5125013
"new.row.13458","43900",2007,5353885
"new.row.13459","43900",2008,5495322
"new.row.13460","43900",2009,5103208
"new.row.13461","43900",2010,5184154
"new.row.13462","43900",2011,5366880
"new.row.13463","43900",2012,5606407
"new.row.13464","44940",1969,145802
"new.row.13465","44940",1970,157394
"new.row.13466","44940",1971,169432
"new.row.13467","44940",1972,187936
"new.row.13468","44940",1973,205040
"new.row.13469","44940",1974,217724
"new.row.13470","44940",1975,232567
"new.row.13471","44940",1976,256667
"new.row.13472","44940",1977,280112
"new.row.13473","44940",1978,317302
"new.row.13474","44940",1979,347286
"new.row.13475","44940",1980,373186
"new.row.13476","44940",1981,405648
"new.row.13477","44940",1982,438905
"new.row.13478","44940",1983,469168
"new.row.13479","44940",1984,518458
"new.row.13480","44940",1985,560062
"new.row.13481","44940",1986,591471
"new.row.13482","44940",1987,634583
"new.row.13483","44940",1988,679517
"new.row.13484","44940",1989,722230
"new.row.13485","44940",1990,781556
"new.row.13486","44940",1991,801026
"new.row.13487","44940",1992,835606
"new.row.13488","44940",1993,892125
"new.row.13489","44940",1994,931915
"new.row.13490","44940",1995,989809
"new.row.13491","44940",1996,1029945
"new.row.13492","44940",1997,1087240
"new.row.13493","44940",1998,1147226
"new.row.13494","44940",1999,1184106
"new.row.13495","44940",2000,1252274
"new.row.13496","44940",2001,1251884
"new.row.13497","44940",2002,1297413
"new.row.13498","44940",2003,1333052
"new.row.13499","44940",2004,1402175
"new.row.13500","44940",2005,1439218
"new.row.13501","44940",2006,1503784
"new.row.13502","44940",2007,1541796
"new.row.13503","44940",2008,1522913
"new.row.13504","44940",2009,1466452
"new.row.13505","44940",2010,1507128
"new.row.13506","44940",2011,1593391
"new.row.13507","44940",2012,1761769
"new.row.13508","39660",1969,154855
"new.row.13509","39660",1970,173672
"new.row.13510","39660",1971,197540
"new.row.13511","39660",1972,227033
"new.row.13512","39660",1973,252156
"new.row.13513","39660",1974,274323
"new.row.13514","39660",1975,296192
"new.row.13515","39660",1976,328884
"new.row.13516","39660",1977,361780
"new.row.13517","39660",1978,415869
"new.row.13518","39660",1979,461865
"new.row.13519","39660",1980,482555
"new.row.13520","39660",1981,516517
"new.row.13521","39660",1982,554040
"new.row.13522","39660",1983,596803
"new.row.13523","39660",1984,656324
"new.row.13524","39660",1985,684187
"new.row.13525","39660",1986,720198
"new.row.13526","39660",1987,765499
"new.row.13527","39660",1988,805706
"new.row.13528","39660",1989,855173
"new.row.13529","39660",1990,942589
"new.row.13530","39660",1991,1005512
"new.row.13531","39660",1992,1068469
"new.row.13532","39660",1993,1122089
"new.row.13533","39660",1994,1165503
"new.row.13534","39660",1995,1208188
"new.row.13535","39660",1996,1232532
"new.row.13536","39660",1997,1278988
"new.row.13537","39660",1998,1357784
"new.row.13538","39660",1999,1473058
"new.row.13539","39660",2000,1578091
"new.row.13540","39660",2001,1669358
"new.row.13541","39660",2002,1765087
"new.row.13542","39660",2003,1832621
"new.row.13543","39660",2004,1927336
"new.row.13544","39660",2005,1997591
"new.row.13545","39660",2006,2094954
"new.row.13546","39660",2007,2197455
"new.row.13547","39660",2008,2306736
"new.row.13548","39660",2009,2314251
"new.row.13549","39660",2010,2375473
"new.row.13550","39660",2011,2465225
"new.row.13551","39660",2012,2567325
"new.row.13552","43620",1969,249779
"new.row.13553","43620",1970,267611
"new.row.13554","43620",1971,287372
"new.row.13555","43620",1972,307411
"new.row.13556","43620",1973,353772
"new.row.13557","43620",1974,403661
"new.row.13558","43620",1975,438451
"new.row.13559","43620",1976,501755
"new.row.13560","43620",1977,567307
"new.row.13561","43620",1978,662895
"new.row.13562","43620",1979,735465
"new.row.13563","43620",1980,795064
"new.row.13564","43620",1981,855977
"new.row.13565","43620",1982,899231
"new.row.13566","43620",1983,970622
"new.row.13567","43620",1984,1057085
"new.row.13568","43620",1985,1113905
"new.row.13569","43620",1986,1172179
"new.row.13570","43620",1987,1246123
"new.row.13571","43620",1988,1354100
"new.row.13572","43620",1989,1448279
"new.row.13573","43620",1990,1601210
"new.row.13574","43620",1991,1720257
"new.row.13575","43620",1992,1865534
"new.row.13576","43620",1993,1981900
"new.row.13577","43620",1994,2140185
"new.row.13578","43620",1995,2284949
"new.row.13579","43620",1996,2434673
"new.row.13580","43620",1997,2627054
"new.row.13581","43620",1998,2864867
"new.row.13582","43620",1999,3135675
"new.row.13583","43620",2000,3365601
"new.row.13584","43620",2001,3523762
"new.row.13585","43620",2002,3689790
"new.row.13586","43620",2003,3876650
"new.row.13587","43620",2004,4087408
"new.row.13588","43620",2005,4337453
"new.row.13589","43620",2006,4629314
"new.row.13590","43620",2007,4968355
"new.row.13591","43620",2008,5211253
"new.row.13592","43620",2009,5193468
"new.row.13593","43620",2010,5298203
"new.row.13594","43620",2011,5542867
"new.row.13595","43620",2012,5907593
"new.row.13596","17420",1969,117358
"new.row.13597","17420",1970,128824
"new.row.13598","17420",1971,142682
"new.row.13599","17420",1972,163176
"new.row.13600","17420",1973,187493
"new.row.13601","17420",1974,191583
"new.row.13602","17420",1975,194760
"new.row.13603","17420",1976,221760
"new.row.13604","17420",1977,232609
"new.row.13605","17420",1978,272390
"new.row.13606","17420",1979,307990
"new.row.13607","17420",1980,345261
"new.row.13608","17420",1981,391501
"new.row.13609","17420",1982,407669
"new.row.13610","17420",1983,451877
"new.row.13611","17420",1984,496268
"new.row.13612","17420",1985,532801
"new.row.13613","17420",1986,553022
"new.row.13614","17420",1987,601023
"new.row.13615","17420",1988,628990
"new.row.13616","17420",1989,656094
"new.row.13617","17420",1990,685578
"new.row.13618","17420",1991,721318
"new.row.13619","17420",1992,792534
"new.row.13620","17420",1993,805823
"new.row.13621","17420",1994,863104
"new.row.13622","17420",1995,904269
"new.row.13623","17420",1996,969102
"new.row.13624","17420",1997,1055215
"new.row.13625","17420",1998,1091545
"new.row.13626","17420",1999,1161426
"new.row.13627","17420",2000,1175350
"new.row.13628","17420",2001,1190376
"new.row.13629","17420",2002,1222411
"new.row.13630","17420",2003,1262802
"new.row.13631","17420",2004,1347836
"new.row.13632","17420",2005,1362600
"new.row.13633","17420",2006,1393784
"new.row.13634","17420",2007,1436088
"new.row.13635","17420",2008,1436067
"new.row.13636","17420",2009,1384592
"new.row.13637","17420",2010,1405000
"new.row.13638","17420",2011,1502672
"new.row.13639","17420",2012,1636572
"new.row.13640","27180",1969,148449
"new.row.13641","27180",1970,163774
"new.row.13642","27180",1971,179911
"new.row.13643","27180",1972,206175
"new.row.13644","27180",1973,231117
"new.row.13645","27180",1974,269311
"new.row.13646","27180",1975,286628
"new.row.13647","27180",1976,318502
"new.row.13648","27180",1977,363292
"new.row.13649","27180",1978,397616
"new.row.13650","27180",1979,437787
"new.row.13651","27180",1980,463341
"new.row.13652","27180",1981,486458
"new.row.13653","27180",1982,490846
"new.row.13654","27180",1983,535402
"new.row.13655","27180",1984,608779
"new.row.13656","27180",1985,645198
"new.row.13657","27180",1986,695896
"new.row.13658","27180",1987,748630
"new.row.13659","27180",1988,810031
"new.row.13660","27180",1989,882342
"new.row.13661","27180",1990,962844
"new.row.13662","27180",1991,1000836
"new.row.13663","27180",1992,1103977
"new.row.13664","27180",1993,1168095
"new.row.13665","27180",1994,1289132
"new.row.13666","27180",1995,1376478
"new.row.13667","27180",1996,1445905
"new.row.13668","27180",1997,1589328
"new.row.13669","27180",1998,1700908
"new.row.13670","27180",1999,1804518
"new.row.13671","27180",2000,1895621
"new.row.13672","27180",2001,1886319
"new.row.13673","27180",2002,1923291
"new.row.13674","27180",2003,1992072
"new.row.13675","27180",2004,2085944
"new.row.13676","27180",2005,2151424
"new.row.13677","27180",2006,2233714
