"","msa.fips","year","contributions.for.government.social.insurance"
"new.row.10939","11700",1973,75821
"new.row.10940","11700",1974,84149
"new.row.10941","11700",1975,84222
"new.row.10942","11700",1976,96895
"new.row.10943","11700",1977,108165
"new.row.10944","11700",1978,126742
"new.row.10945","11700",1979,144801
"new.row.10946","11700",1980,160220
"new.row.10947","11700",1981,186898
"new.row.10948","11700",1982,198322
"new.row.10949","11700",1983,219368
"new.row.10950","11700",1984,251548
"new.row.10951","11700",1985,274382
"new.row.10952","11700",1986,299078
"new.row.10953","11700",1987,319888
"new.row.10954","11700",1988,360713
"new.row.10955","11700",1989,386398
"new.row.10956","11700",1990,417891
"new.row.10957","11700",1991,443852
"new.row.10958","11700",1992,475354
"new.row.10959","11700",1993,510769
"new.row.10960","11700",1994,545983
"new.row.10961","11700",1995,576465
"new.row.10962","11700",1996,600150
"new.row.10963","11700",1997,642957
"new.row.10964","11700",1998,682643
"new.row.10965","11700",1999,718068
"new.row.10966","11700",2000,748269
"new.row.10967","11700",2001,774192
"new.row.10968","11700",2002,785837
"new.row.10969","11700",2003,830215
"new.row.10970","11700",2004,871463
"new.row.10971","11700",2005,929495
"new.row.10972","11700",2006,996853
"new.row.10973","11700",2007,1065881
"new.row.10974","11700",2008,1089565
"new.row.10975","11700",2009,1064134
"new.row.10976","11700",2010,1058991
"new.row.10977","11700",2011,983677
"new.row.10978","11700",2012,1027607
"new.row.10979","11700",2013,1192274
"new.row.10980","15500",1969,20862
"new.row.10981","15500",1970,21451
"new.row.10982","15500",1971,24016
"new.row.10983","15500",1972,27936
"new.row.10984","15500",1973,35009
"new.row.10985","15500",1974,37926
"new.row.10986","15500",1975,37596
"new.row.10987","15500",1976,41198
"new.row.10988","15500",1977,42848
"new.row.10989","15500",1978,48507
"new.row.10990","15500",1979,55701
"new.row.10991","15500",1980,60008
"new.row.10992","15500",1981,71609
"new.row.10993","15500",1982,74489
"new.row.10994","15500",1983,82845
"new.row.10995","15500",1984,94675
"new.row.10996","15500",1985,102634
"new.row.10997","15500",1986,116026
"new.row.10998","15500",1987,125289
"new.row.10999","15500",1988,140611
"new.row.11000","15500",1989,150087
"new.row.11001","15500",1990,160377
"new.row.11002","15500",1991,170160
"new.row.11003","15500",1992,178542
"new.row.11004","15500",1993,192222
"new.row.11005","15500",1994,206111
"new.row.11006","15500",1995,216596
"new.row.11007","15500",1996,226640
"new.row.11008","15500",1997,242913
"new.row.11009","15500",1998,260538
"new.row.11010","15500",1999,282328
"new.row.11011","15500",2000,292759
"new.row.11012","15500",2001,297944
"new.row.11013","15500",2002,296960
"new.row.11014","15500",2003,302557
"new.row.11015","15500",2004,314718
"new.row.11016","15500",2005,330239
"new.row.11017","15500",2006,349130
"new.row.11018","15500",2007,364584
"new.row.11019","15500",2008,372319
"new.row.11020","15500",2009,348035
"new.row.11021","15500",2010,348837
"new.row.11022","15500",2011,329696
"new.row.11023","15500",2012,346239
"new.row.11024","15500",2013,397642
"new.row.11025","16740",1969,210687
"new.row.11026","16740",1970,225700
"new.row.11027","16740",1971,254522
"new.row.11028","16740",1972,303176
"new.row.11029","16740",1973,387915
"new.row.11030","16740",1974,429910
"new.row.11031","16740",1975,434093
"new.row.11032","16740",1976,504519
"new.row.11033","16740",1977,562819
"new.row.11034","16740",1978,662281
"new.row.11035","16740",1979,778268
"new.row.11036","16740",1980,859393
"new.row.11037","16740",1981,1021767
"new.row.11038","16740",1982,1081665
"new.row.11039","16740",1983,1203729
"new.row.11040","16740",1984,1399933
"new.row.11041","16740",1985,1538805
"new.row.11042","16740",1986,1717076
"new.row.11043","16740",1987,1881794
"new.row.11044","16740",1988,2116213
"new.row.11045","16740",1989,2287185
"new.row.11046","16740",1990,2521588
"new.row.11047","16740",1991,2611390
"new.row.11048","16740",1992,2794437
"new.row.11049","16740",1993,2995693
"new.row.11050","16740",1994,3279927
"new.row.11051","16740",1995,3542791
"new.row.11052","16740",1996,3751921
"new.row.11053","16740",1997,4042308
"new.row.11054","16740",1998,4426543
"new.row.11055","16740",1999,4778364
"new.row.11056","16740",2000,5099611
"new.row.11057","16740",2001,5323683
"new.row.11058","16740",2002,5492080
"new.row.11059","16740",2003,5742137
"new.row.11060","16740",2004,6059204
"new.row.11061","16740",2005,6512800
"new.row.11062","16740",2006,7067016
"new.row.11063","16740",2007,7548524
"new.row.11064","16740",2008,7752699
"new.row.11065","16740",2009,7362440
"new.row.11066","16740",2010,7465943
"new.row.11067","16740",2011,7094843
"new.row.11068","16740",2012,7575924
"new.row.11069","16740",2013,8937918
"new.row.11070","20500",1969,46262
"new.row.11071","20500",1970,50259
"new.row.11072","20500",1971,59151
"new.row.11073","20500",1972,68592
"new.row.11074","20500",1973,86838
"new.row.11075","20500",1974,99818
"new.row.11076","20500",1975,109791
"new.row.11077","20500",1976,124369
"new.row.11078","20500",1977,138761
"new.row.11079","20500",1978,165451
"new.row.11080","20500",1979,193578
"new.row.11081","20500",1980,215340
"new.row.11082","20500",1981,259568
"new.row.11083","20500",1982,285480
"new.row.11084","20500",1983,319465
"new.row.11085","20500",1984,375208
"new.row.11086","20500",1985,433856
"new.row.11087","20500",1986,484101
"new.row.11088","20500",1987,523175
"new.row.11089","20500",1988,593448
"new.row.11090","20500",1989,652382
"new.row.11091","20500",1990,732497
"new.row.11092","20500",1991,806869
"new.row.11093","20500",1992,877737
"new.row.11094","20500",1993,932899
"new.row.11095","20500",1994,1002171
"new.row.11096","20500",1995,1078060
"new.row.11097","20500",1996,1149886
"new.row.11098","20500",1997,1241277
"new.row.11099","20500",1998,1346270
"new.row.11100","20500",1999,1474687
"new.row.11101","20500",2000,1626560
"new.row.11102","20500",2001,1664975
"new.row.11103","20500",2002,1655311
"new.row.11104","20500",2003,1727208
"new.row.11105","20500",2004,1817236
"new.row.11106","20500",2005,1891378
"new.row.11107","20500",2006,2053941
"new.row.11108","20500",2007,2245971
"new.row.11109","20500",2008,2341019
"new.row.11110","20500",2009,2339377
"new.row.11111","20500",2010,2364899
"new.row.11112","20500",2011,2094949
"new.row.11113","20500",2012,2212703
"new.row.11114","20500",2013,2620506
"new.row.11115","22180",1969,43645
"new.row.11116","22180",1970,46776
"new.row.11117","22180",1971,53127
"new.row.11118","22180",1972,62149
"new.row.11119","22180",1973,75642
"new.row.11120","22180",1974,90462
"new.row.11121","22180",1975,100659
"new.row.11122","22180",1976,110252
"new.row.11123","22180",1977,114407
"new.row.11124","22180",1978,122616
"new.row.11125","22180",1979,138588
"new.row.11126","22180",1980,156816
"new.row.11127","22180",1981,182868
"new.row.11128","22180",1982,192186
"new.row.11129","22180",1983,220950
"new.row.11130","22180",1984,248824
"new.row.11131","22180",1985,268890
"new.row.11132","22180",1986,291300
"new.row.11133","22180",1987,311027
"new.row.11134","22180",1988,350797
"new.row.11135","22180",1989,372503
"new.row.11136","22180",1990,397073
"new.row.11137","22180",1991,423655
"new.row.11138","22180",1992,523867
"new.row.11139","22180",1993,549440
"new.row.11140","22180",1994,550403
"new.row.11141","22180",1995,560183
"new.row.11142","22180",1996,573486
"new.row.11143","22180",1997,598707
"new.row.11144","22180",1998,626104
"new.row.11145","22180",1999,656144
"new.row.11146","22180",2000,689341
"new.row.11147","22180",2001,716896
"new.row.11148","22180",2002,778785
"new.row.11149","22180",2003,846624
"new.row.11150","22180",2004,898811
"new.row.11151","22180",2005,988084
"new.row.11152","22180",2006,1049987
"new.row.11153","22180",2007,1133326
"new.row.11154","22180",2008,1217729
"new.row.11155","22180",2009,1280820
"new.row.11156","22180",2010,1341421
"new.row.11157","22180",2011,1272246
"new.row.11158","22180",2012,1286582
"new.row.11159","22180",2013,1398417
"new.row.11160","24140",1969,13851
"new.row.11161","24140",1970,15680
"new.row.11162","24140",1971,17999
"new.row.11163","24140",1972,20513
"new.row.11164","24140",1973,24689
"new.row.11165","24140",1974,28817
"new.row.11166","24140",1975,31216
"new.row.11167","24140",1976,35037
"new.row.11168","24140",1977,37333
"new.row.11169","24140",1978,41876
"new.row.11170","24140",1979,48700
"new.row.11171","24140",1980,52559
"new.row.11172","24140",1981,60103
"new.row.11173","24140",1982,63595
"new.row.11174","24140",1983,70066
"new.row.11175","24140",1984,78344
"new.row.11176","24140",1985,83299
"new.row.11177","24140",1986,88997
"new.row.11178","24140",1987,95038
"new.row.11179","24140",1988,107844
"new.row.11180","24140",1989,114808
"new.row.11181","24140",1990,123205
"new.row.11182","24140",1991,128107
"new.row.11183","24140",1992,136880
"new.row.11184","24140",1993,146115
"new.row.11185","24140",1994,152634
"new.row.11186","24140",1995,161288
"new.row.11187","24140",1996,165815
"new.row.11188","24140",1997,173536
"new.row.11189","24140",1998,182320
"new.row.11190","24140",1999,190137
"new.row.11191","24140",2000,198272
"new.row.11192","24140",2001,208003
"new.row.11193","24140",2002,215469
"new.row.11194","24140",2003,221147
"new.row.11195","24140",2004,233044
"new.row.11196","24140",2005,243265
"new.row.11197","24140",2006,257930
"new.row.11198","24140",2007,272504
"new.row.11199","24140",2008,277108
"new.row.11200","24140",2009,279131
"new.row.11201","24140",2010,279533
"new.row.11202","24140",2011,266373
"new.row.11203","24140",2012,273927
"new.row.11204","24140",2013,305443
"new.row.11205","24660",1969,105052
"new.row.11206","24660",1970,112594
"new.row.11207","24660",1971,128225
"new.row.11208","24660",1972,151619
"new.row.11209","24660",1973,192675
"new.row.11210","24660",1974,215681
"new.row.11211","24660",1975,216506
"new.row.11212","24660",1976,245749
"new.row.11213","24660",1977,273013
"new.row.11214","24660",1978,326691
"new.row.11215","24660",1979,375104
"new.row.11216","24660",1980,406218
"new.row.11217","24660",1981,475054
"new.row.11218","24660",1982,500111
"new.row.11219","24660",1983,552305
"new.row.11220","24660",1984,639045
"new.row.11221","24660",1985,692214
"new.row.11222","24660",1986,757438
"new.row.11223","24660",1987,825923
"new.row.11224","24660",1988,914109
"new.row.11225","24660",1989,967590
"new.row.11226","24660",1990,1040312
"new.row.11227","24660",1991,1067441
"new.row.11228","24660",1992,1141838
"new.row.11229","24660",1993,1216309
"new.row.11230","24660",1994,1313292
"new.row.11231","24660",1995,1397499
"new.row.11232","24660",1996,1458883
"new.row.11233","24660",1997,1537512
"new.row.11234","24660",1998,1645755
"new.row.11235","24660",1999,1741306
"new.row.11236","24660",2000,1798764
"new.row.11237","24660",2001,1847146
"new.row.11238","24660",2002,1839618
"new.row.11239","24660",2003,1928586
"new.row.11240","24660",2004,1997319
"new.row.11241","24660",2005,2110046
"new.row.11242","24660",2006,2229813
"new.row.11243","24660",2007,2335872
"new.row.11244","24660",2008,2351405
"new.row.11245","24660",2009,2255004
"new.row.11246","24660",2010,2249508
"new.row.11247","24660",2011,2100686
"new.row.11248","24660",2012,2172846
"new.row.11249","24660",2013,2513277
"new.row.11250","24780",1969,8510
"new.row.11251","24780",1970,9442
"new.row.11252","24780",1971,11293
"new.row.11253","24780",1972,13155
"new.row.11254","24780",1973,17074
"new.row.11255","24780",1974,19969
"new.row.11256","24780",1975,23147
"new.row.11257","24780",1976,27161
"new.row.11258","24780",1977,30283
"new.row.11259","24780",1978,35460
"new.row.11260","24780",1979,41457
"new.row.11261","24780",1980,46473
"new.row.11262","24780",1981,55352
"new.row.11263","24780",1982,60823
"new.row.11264","24780",1983,67871
"new.row.11265","24780",1984,80509
"new.row.11266","24780",1985,86971
"new.row.11267","24780",1986,97342
"new.row.11268","24780",1987,105837
"new.row.11269","24780",1988,122968
"new.row.11270","24780",1989,137500
"new.row.11271","24780",1990,153439
"new.row.11272","24780",1991,160933
"new.row.11273","24780",1992,173496
"new.row.11274","24780",1993,186632
"new.row.11275","24780",1994,202221
"new.row.11276","24780",1995,214195
"new.row.11277","24780",1996,223116
"new.row.11278","24780",1997,238591
"new.row.11279","24780",1998,252523
"new.row.11280","24780",1999,272414
"new.row.11281","24780",2000,293438
"new.row.11282","24780",2001,294638
"new.row.11283","24780",2002,303162
"new.row.11284","24780",2003,321209
"new.row.11285","24780",2004,337064
"new.row.11286","24780",2005,364211
"new.row.11287","24780",2006,389743
"new.row.11288","24780",2007,423579
"new.row.11289","24780",2008,436421
"new.row.11290","24780",2009,430786
"new.row.11291","24780",2010,440019
"new.row.11292","24780",2011,405138
"new.row.11293","24780",2012,433789
"new.row.11294","24780",2013,498151
"new.row.11295","25860",1969,49155
"new.row.11296","25860",1970,51357
"new.row.11297","25860",1971,58880
"new.row.11298","25860",1972,70924
"new.row.11299","25860",1973,90692
"new.row.11300","25860",1974,99690
"new.row.11301","25860",1975,97494
"new.row.11302","25860",1976,116385
"new.row.11303","25860",1977,132099
"new.row.11304","25860",1978,151127
"new.row.11305","25860",1979,170929
"new.row.11306","25860",1980,183352
"new.row.11307","25860",1981,217563
"new.row.11308","25860",1982,224665
"new.row.11309","25860",1983,255634
"new.row.11310","25860",1984,295026
"new.row.11311","25860",1985,315256
"new.row.11312","25860",1986,350071
"new.row.11313","25860",1987,377613
"new.row.11314","25860",1988,420870
"new.row.11315","25860",1989,443268
"new.row.11316","25860",1990,474204
"new.row.11317","25860",1991,485909
"new.row.11318","25860",1992,526799
"new.row.11319","25860",1993,566702
"new.row.11320","25860",1994,610972
"new.row.11321","25860",1995,628502
"new.row.11322","25860",1996,648959
"new.row.11323","25860",1997,681435
"new.row.11324","25860",1998,730011
"new.row.11325","25860",1999,768357
"new.row.11326","25860",2000,801953
"new.row.11327","25860",2001,812099
"new.row.11328","25860",2002,787193
"new.row.11329","25860",2003,800239
"new.row.11330","25860",2004,832249
"new.row.11331","25860",2005,867235
"new.row.11332","25860",2006,914398
"new.row.11333","25860",2007,940505
"new.row.11334","25860",2008,938633
"new.row.11335","25860",2009,869248
"new.row.11336","25860",2010,870938
"new.row.11337","25860",2011,824408
"new.row.11338","25860",2012,838401
"new.row.11339","25860",2013,956780
"new.row.11340","27340",1969,17547
"new.row.11341","27340",1970,23178
"new.row.11342","27340",1971,24401
"new.row.11343","27340",1972,27138
"new.row.11344","27340",1973,30157
"new.row.11345","27340",1974,37150
"new.row.11346","27340",1975,45481
"new.row.11347","27340",1976,49730
"new.row.11348","27340",1977,51230
"new.row.11349","27340",1978,54031
"new.row.11350","27340",1979,57850
"new.row.11351","27340",1980,60076
"new.row.11352","27340",1981,81794
"new.row.11353","27340",1982,85350
"new.row.11354","27340",1983,97164
"new.row.11355","27340",1984,112447
"new.row.11356","27340",1985,125829
"new.row.11357","27340",1986,134088
"new.row.11358","27340",1987,144848
"new.row.11359","27340",1988,161756
"new.row.11360","27340",1989,175342
"new.row.11361","27340",1990,169454
"new.row.11362","27340",1991,174542
"new.row.11363","27340",1992,214924
"new.row.11364","27340",1993,214637
"new.row.11365","27340",1994,222585
"new.row.11366","27340",1995,222558
"new.row.11367","27340",1996,229258
"new.row.11368","27340",1997,243953
"new.row.11369","27340",1998,255615
"new.row.11370","27340",1999,268327
"new.row.11371","27340",2000,275436
"new.row.11372","27340",2001,290067
"new.row.11373","27340",2002,292265
"new.row.11374","27340",2003,327521
"new.row.11375","27340",2004,375852
"new.row.11376","27340",2005,412260
"new.row.11377","27340",2006,450309
