"","msa.fips","year","total.employment"
"new.row.13810","44940",2009,50317
"new.row.13811","44940",2010,50407
"new.row.13812","44940",2011,51847
"new.row.13813","44940",2012,53020
"new.row.13814","44940",2013,53187
"new.row.13815","39660",1969,36872
"new.row.13816","39660",1970,37761
"new.row.13817","39660",1971,39342
"new.row.13818","39660",1972,41056
"new.row.13819","39660",1973,43482
"new.row.13820","39660",1974,43651
"new.row.13821","39660",1975,44004
"new.row.13822","39660",1976,45978
"new.row.13823","39660",1977,48360
"new.row.13824","39660",1978,51590
"new.row.13825","39660",1979,52967
"new.row.13826","39660",1980,51844
"new.row.13827","39660",1981,50991
"new.row.13828","39660",1982,51796
"new.row.13829","39660",1983,54204
"new.row.13830","39660",1984,58045
"new.row.13831","39660",1985,58311
"new.row.13832","39660",1986,59737
"new.row.13833","39660",1987,63586
"new.row.13834","39660",1988,62921
"new.row.13835","39660",1989,64630
"new.row.13836","39660",1990,67637
"new.row.13837","39660",1991,69532
"new.row.13838","39660",1992,70921
"new.row.13839","39660",1993,72557
"new.row.13840","39660",1994,75111
"new.row.13841","39660",1995,75455
"new.row.13842","39660",1996,75634
"new.row.13843","39660",1997,76299
"new.row.13844","39660",1998,78819
"new.row.13845","39660",1999,81438
"new.row.13846","39660",2000,83386
"new.row.13847","39660",2001,77918
"new.row.13848","39660",2002,79911
"new.row.13849","39660",2003,81042
"new.row.13850","39660",2004,82098
"new.row.13851","39660",2005,83351
"new.row.13852","39660",2006,84665
"new.row.13853","39660",2007,86175
"new.row.13854","39660",2008,89137
"new.row.13855","39660",2009,88468
"new.row.13856","39660",2010,88293
"new.row.13857","39660",2011,89790
"new.row.13858","39660",2012,90526
"new.row.13859","39660",2013,91450
"new.row.13860","43620",1969,60319
"new.row.13861","43620",1970,60271
"new.row.13862","43620",1971,60995
"new.row.13863","43620",1972,61395
"new.row.13864","43620",1973,65595
"new.row.13865","43620",1974,67350
"new.row.13866","43620",1975,68274
"new.row.13867","43620",1976,71764
"new.row.13868","43620",1977,75138
"new.row.13869","43620",1978,79276
"new.row.13870","43620",1979,80201
"new.row.13871","43620",1980,79520
"new.row.13872","43620",1981,78983
"new.row.13873","43620",1982,79169
"new.row.13874","43620",1983,82261
"new.row.13875","43620",1984,86170
"new.row.13876","43620",1985,88138
"new.row.13877","43620",1986,89382
"new.row.13878","43620",1987,93682
"new.row.13879","43620",1988,97090
"new.row.13880","43620",1989,100812
"new.row.13881","43620",1990,105115
"new.row.13882","43620",1991,109696
"new.row.13883","43620",1992,113135
"new.row.13884","43620",1993,116256
"new.row.13885","43620",1994,122281
"new.row.13886","43620",1995,125850
"new.row.13887","43620",1996,129330
"new.row.13888","43620",1997,132805
"new.row.13889","43620",1998,136833
"new.row.13890","43620",1999,142266
"new.row.13891","43620",2000,146439
"new.row.13892","43620",2001,149153
"new.row.13893","43620",2002,150748
"new.row.13894","43620",2003,151689
"new.row.13895","43620",2004,155488
"new.row.13896","43620",2005,159768
"new.row.13897","43620",2006,164522
"new.row.13898","43620",2007,169866
"new.row.13899","43620",2008,173160
"new.row.13900","43620",2009,171688
"new.row.13901","43620",2010,170233
"new.row.13902","43620",2011,173671
"new.row.13903","43620",2012,177851
"new.row.13904","43620",2013,181623
"new.row.13905","17420",1969,27646
"new.row.13906","17420",1970,28344
"new.row.13907","17420",1971,29244
"new.row.13908","17420",1972,31705
"new.row.13909","17420",1973,34135
"new.row.13910","17420",1974,32962
"new.row.13911","17420",1975,30714
"new.row.13912","17420",1976,32387
"new.row.13913","17420",1977,33401
"new.row.13914","17420",1978,35414
"new.row.13915","17420",1979,36135
"new.row.13916","17420",1980,36047
"new.row.13917","17420",1981,36618
"new.row.13918","17420",1982,36932
"new.row.13919","17420",1983,37384
"new.row.13920","17420",1984,39385
"new.row.13921","17420",1985,39808
"new.row.13922","17420",1986,40542
"new.row.13923","17420",1987,42402
"new.row.13924","17420",1988,43780
"new.row.13925","17420",1989,44308
"new.row.13926","17420",1990,43815
"new.row.13927","17420",1991,43128
"new.row.13928","17420",1992,44380
"new.row.13929","17420",1993,45808
"new.row.13930","17420",1994,46481
"new.row.13931","17420",1995,48418
"new.row.13932","17420",1996,50123
"new.row.13933","17420",1997,51829
"new.row.13934","17420",1998,51889
"new.row.13935","17420",1999,52500
"new.row.13936","17420",2000,52592
"new.row.13937","17420",2001,51687
"new.row.13938","17420",2002,51574
"new.row.13939","17420",2003,52094
"new.row.13940","17420",2004,53387
"new.row.13941","17420",2005,53587
"new.row.13942","17420",2006,53760
"new.row.13943","17420",2007,53625
"new.row.13944","17420",2008,53043
"new.row.13945","17420",2009,51655
"new.row.13946","17420",2010,51350
"new.row.13947","17420",2011,52768
"new.row.13948","17420",2012,54988
"new.row.13949","17420",2013,57459
"new.row.13950","27180",1969,40619
"new.row.13951","27180",1970,41609
"new.row.13952","27180",1971,42190
"new.row.13953","27180",1972,45340
"new.row.13954","27180",1973,47469
"new.row.13955","27180",1974,48962
"new.row.13956","27180",1975,47350
"new.row.13957","27180",1976,48158
"new.row.13958","27180",1977,49487
"new.row.13959","27180",1978,49960
"new.row.13960","27180",1979,50542
"new.row.13961","27180",1980,49086
"new.row.13962","27180",1981,47615
"new.row.13963","27180",1982,46149
"new.row.13964","27180",1983,47546
"new.row.13965","27180",1984,51276
"new.row.13966","27180",1985,51084
"new.row.13967","27180",1986,52206
"new.row.13968","27180",1987,53337
"new.row.13969","27180",1988,55784
"new.row.13970","27180",1989,58447
"new.row.13971","27180",1990,59632
"new.row.13972","27180",1991,60230
"new.row.13973","27180",1992,63184
"new.row.13974","27180",1993,65375
"new.row.13975","27180",1994,69405
"new.row.13976","27180",1995,71076
"new.row.13977","27180",1996,71865
"new.row.13978","27180",1997,75450
"new.row.13979","27180",1998,77328
"new.row.13980","27180",1999,79327
"new.row.13981","27180",2000,80805
"new.row.13982","27180",2001,78726
"new.row.13983","27180",2002,77742
"new.row.13984","27180",2003,78211
"new.row.13985","27180",2004,79672
"new.row.13986","27180",2005,80875
"new.row.13987","27180",2006,81684
"new.row.13988","27180",2007,83338
"new.row.13989","27180",2008,82418
"new.row.13990","27180",2009,78696
"new.row.13991","27180",2010,78756
"new.row.13992","27180",2011,80761
"new.row.13993","27180",2012,82341
"new.row.13994","27180",2013,82951
"new.row.13995","27740",1969,50188
"new.row.13996","27740",1970,51412
"new.row.13997","27740",1971,53402
"new.row.13998","27740",1972,56559
"new.row.13999","27740",1973,60518
"new.row.14000","27740",1974,60850
"new.row.14001","27740",1975,55431
"new.row.14002","27740",1976,57109
"new.row.14003","27740",1977,59709
"new.row.14004","27740",1978,62719
"new.row.14005","27740",1979,64552
"new.row.14006","27740",1980,66128
"new.row.14007","27740",1981,65685
"new.row.14008","27740",1982,64173
"new.row.14009","27740",1983,64560
"new.row.14010","27740",1984,67109
"new.row.14011","27740",1985,67936
"new.row.14012","27740",1986,69445
"new.row.14013","27740",1987,72376
"new.row.14014","27740",1988,75181
"new.row.14015","27740",1989,77238
"new.row.14016","27740",1990,80870
"new.row.14017","27740",1991,80820
"new.row.14018","27740",1992,83910
"new.row.14019","27740",1993,85376
"new.row.14020","27740",1994,88631
"new.row.14021","27740",1995,91968
"new.row.14022","27740",1996,93587
"new.row.14023","27740",1997,95673
"new.row.14024","27740",1998,96179
"new.row.14025","27740",1999,97573
"new.row.14026","27740",2000,99445
"new.row.14027","27740",2001,98124
"new.row.14028","27740",2002,96232
"new.row.14029","27740",2003,97206
"new.row.14030","27740",2004,100527
"new.row.14031","27740",2005,102763
"new.row.14032","27740",2006,104128
"new.row.14033","27740",2007,106951
"new.row.14034","27740",2008,106402
"new.row.14035","27740",2009,102244
"new.row.14036","27740",2010,101467
"new.row.14037","27740",2011,103774
"new.row.14038","27740",2012,104005
"new.row.14039","27740",2013,101936
"new.row.14040","28700",1969,105484
"new.row.14041","28700",1970,103480
"new.row.14042","28700",1971,103817
"new.row.14043","28700",1972,106749
"new.row.14044","28700",1973,112348
"new.row.14045","28700",1974,115905
"new.row.14046","28700",1975,114222
"new.row.14047","28700",1976,119484
"new.row.14048","28700",1977,124891
"new.row.14049","28700",1978,131666
"new.row.14050","28700",1979,133425
"new.row.14051","28700",1980,130586
"new.row.14052","28700",1981,131108
"new.row.14053","28700",1982,128310
"new.row.14054","28700",1983,127756
"new.row.14055","28700",1984,129086
"new.row.14056","28700",1985,132126
"new.row.14057","28700",1986,133598
"new.row.14058","28700",1987,136288
"new.row.14059","28700",1988,139584
"new.row.14060","28700",1989,143467
"new.row.14061","28700",1990,147539
"new.row.14062","28700",1991,148554
"new.row.14063","28700",1992,151184
"new.row.14064","28700",1993,153439
"new.row.14065","28700",1994,153499
"new.row.14066","28700",1995,158102
"new.row.14067","28700",1996,158808
"new.row.14068","28700",1997,160258
"new.row.14069","28700",1998,158495
"new.row.14070","28700",1999,159447
"new.row.14071","28700",2000,158724
"new.row.14072","28700",2001,157615
"new.row.14073","28700",2002,157444
"new.row.14074","28700",2003,157896
"new.row.14075","28700",2004,157017
"new.row.14076","28700",2005,158166
"new.row.14077","28700",2006,161157
"new.row.14078","28700",2007,162937
"new.row.14079","28700",2008,162522
"new.row.14080","28700",2009,156388
"new.row.14081","28700",2010,153676
"new.row.14082","28700",2011,156760
"new.row.14083","28700",2012,155632
"new.row.14084","28700",2013,155953
"new.row.14085","28940",1969,212451
"new.row.14086","28940",1970,214863
"new.row.14087","28940",1971,218824
"new.row.14088","28940",1972,227791
"new.row.14089","28940",1973,239669
"new.row.14090","28940",1974,243085
"new.row.14091","28940",1975,242890
"new.row.14092","28940",1976,255754
"new.row.14093","28940",1977,266898
"new.row.14094","28940",1978,279856
"new.row.14095","28940",1979,290671
"new.row.14096","28940",1980,291449
"new.row.14097","28940",1981,295737
"new.row.14098","28940",1982,299009
"new.row.14099","28940",1983,291743
"new.row.14100","28940",1984,301274
"new.row.14101","28940",1985,306615
"new.row.14102","28940",1986,314957
"new.row.14103","28940",1987,327828
"new.row.14104","28940",1988,344316
"new.row.14105","28940",1989,351772
"new.row.14106","28940",1990,358570
"new.row.14107","28940",1991,360963
"new.row.14108","28940",1992,371887
"new.row.14109","28940",1993,385921
"new.row.14110","28940",1994,398164
"new.row.14111","28940",1995,407652
"new.row.14112","28940",1996,411103
"new.row.14113","28940",1997,415188
"new.row.14114","28940",1998,425836
"new.row.14115","28940",1999,431313
"new.row.14116","28940",2000,441545
"new.row.14117","28940",2001,440866
"new.row.14118","28940",2002,443073
"new.row.14119","28940",2003,449153
"new.row.14120","28940",2004,464110
"new.row.14121","28940",2005,473135
"new.row.14122","28940",2006,484452
"new.row.14123","28940",2007,494870
"new.row.14124","28940",2008,497239
"new.row.14125","28940",2009,478072
"new.row.14126","28940",2010,474738
"new.row.14127","28940",2011,482529
"new.row.14128","28940",2012,481697
"new.row.14129","28940",2013,485259
"new.row.14130","34100",1969,33489
"new.row.14131","34100",1970,33308
"new.row.14132","34100",1971,34956
"new.row.14133","34100",1972,38430
"new.row.14134","34100",1973,39656
"new.row.14135","34100",1974,38744
"new.row.14136","34100",1975,34813
"new.row.14137","34100",1976,37232
"new.row.14138","34100",1977,39929
"new.row.14139","34100",1978,42110
"new.row.14140","34100",1979,42332
"new.row.14141","34100",1980,40018
"new.row.14142","34100",1981,38986
"new.row.14143","34100",1982,38391
"new.row.14144","34100",1983,39955
"new.row.14145","34100",1984,41739
"new.row.14146","34100",1985,41597
"new.row.14147","34100",1986,42533
"new.row.14148","34100",1987,43935
"new.row.14149","34100",1988,45919
"new.row.14150","34100",1989,48607
"new.row.14151","34100",1990,50379
"new.row.14152","34100",1991,49816
"new.row.14153","34100",1992,51670
"new.row.14154","34100",1993,53277
"new.row.14155","34100",1994,53805
"new.row.14156","34100",1995,54986
"new.row.14157","34100",1996,55998
"new.row.14158","34100",1997,56824
"new.row.14159","34100",1998,58046
"new.row.14160","34100",1999,60046
"new.row.14161","34100",2000,61511
"new.row.14162","34100",2001,59048
"new.row.14163","34100",2002,58100
"new.row.14164","34100",2003,59026
"new.row.14165","34100",2004,60483
"new.row.14166","34100",2005,60200
"new.row.14167","34100",2006,60726
"new.row.14168","34100",2007,61091
"new.row.14169","34100",2008,60442
"new.row.14170","34100",2009,56325
"new.row.14171","34100",2010,55745
"new.row.14172","34100",2011,56115
"new.row.14173","34100",2012,56286
"new.row.14174","34100",2013,56826
"new.row.14175","34980",1969,392495
"new.row.14176","34980",1970,388326
"new.row.14177","34980",1971,390781
"new.row.14178","34980",1972,414671
"new.row.14179","34980",1973,441535
"new.row.14180","34980",1974,454143
"new.row.14181","34980",1975,437309
"new.row.14182","34980",1976,457484
"new.row.14183","34980",1977,481268
"new.row.14184","34980",1978,503047
"new.row.14185","34980",1979,520756
"new.row.14186","34980",1980,516142
"new.row.14187","34980",1981,523293
"new.row.14188","34980",1982,519035
"new.row.14189","34980",1983,530629
"new.row.14190","34980",1984,566641
"new.row.14191","34980",1985,597123
"new.row.14192","34980",1986,628746
"new.row.14193","34980",1987,657288
"new.row.14194","34980",1988,672526
"new.row.14195","34980",1989,684522
"new.row.14196","34980",1990,692179
"new.row.14197","34980",1991,699011
"new.row.14198","34980",1992,715870
"new.row.14199","34980",1993,752674
"new.row.14200","34980",1994,796197
"new.row.14201","34980",1995,825158
"new.row.14202","34980",1996,849563
"new.row.14203","34980",1997,879964
"new.row.14204","34980",1998,911372
"new.row.14205","34980",1999,931947
"new.row.14206","34980",2000,955226
"new.row.14207","34980",2001,947418
"new.row.14208","34980",2002,946147
"new.row.14209","34980",2003,955915
"new.row.14210","34980",2004,988263
"new.row.14211","34980",2005,1019501
"new.row.14212","34980",2006,1048402
"new.row.14213","34980",2007,1072984
"new.row.14214","34980",2008,1071616
"new.row.14215","34980",2009,1034644
"new.row.14216","34980",2010,1034913
"new.row.14217","34980",2011,1065329
"new.row.14218","34980",2012,1099285
"new.row.14219","34980",2013,1131860
"new.row.14220","10180",1969,56041
"new.row.14221","10180",1970,56215
"new.row.14222","10180",1971,56614
"new.row.14223","10180",1972,59092
"new.row.14224","10180",1973,60359
"new.row.14225","10180",1974,63366
"new.row.14226","10180",1975,65822
"new.row.14227","10180",1976,68298
"new.row.14228","10180",1977,69994
"new.row.14229","10180",1978,72932
"new.row.14230","10180",1979,75773
"new.row.14231","10180",1980,78280
"new.row.14232","10180",1981,84737
"new.row.14233","10180",1982,86685
"new.row.14234","10180",1983,86693
"new.row.14235","10180",1984,87720
"new.row.14236","10180",1985,88722
"new.row.14237","10180",1986,83720
"new.row.14238","10180",1987,82965
"new.row.14239","10180",1988,83645
"new.row.14240","10180",1989,82367
"new.row.14241","10180",1990,80942
"new.row.14242","10180",1991,82259
"new.row.14243","10180",1992,82277
"new.row.14244","10180",1993,84362
"new.row.14245","10180",1994,85682
"new.row.14246","10180",1995,88181
"new.row.14247","10180",1996,89587
"new.row.14248","10180",1997,91934
"new.row.14249","10180",1998,92579
"new.row.14250","10180",1999,91440
"new.row.14251","10180",2000,91030
"new.row.14252","10180",2001,89515
"new.row.14253","10180",2002,90398
"new.row.14254","10180",2003,91995
"new.row.14255","10180",2004,93423
"new.row.14256","10180",2005,94657
