"","msa.fips","year","average.earnings.per.job"
"new.row.11088","27340",1969,5300
"new.row.11089","27340",1970,6192
"new.row.11090","27340",1971,6832
"new.row.11091","27340",1972,7699
"new.row.11092","27340",1973,8305
"new.row.11093","27340",1974,9073
"new.row.11094","27340",1975,9678
"new.row.11095","27340",1976,10183
"new.row.11096","27340",1977,10485
"new.row.11097","27340",1978,11144
"new.row.11098","27340",1979,11833
"new.row.11099","27340",1980,12707
"new.row.11100","27340",1981,15852
"new.row.11101","27340",1982,17032
"new.row.11102","27340",1983,17182
"new.row.11103","27340",1984,18479
"new.row.11104","27340",1985,19460
"new.row.11105","27340",1986,20148
"new.row.11106","27340",1987,20454
"new.row.11107","27340",1988,21285
"new.row.11108","27340",1989,21856
"new.row.11109","27340",1990,22296
"new.row.11110","27340",1991,23517
"new.row.11111","27340",1992,25198
"new.row.11112","27340",1993,24602
"new.row.11113","27340",1994,25720
"new.row.11114","27340",1995,25711
"new.row.11115","27340",1996,26109
"new.row.11116","27340",1997,27130
"new.row.11117","27340",1998,28352
"new.row.11118","27340",1999,29314
"new.row.11119","27340",2000,30332
"new.row.11120","27340",2001,31482
"new.row.11121","27340",2002,30843
"new.row.11122","27340",2003,33978
"new.row.11123","27340",2004,37470
"new.row.11124","27340",2005,39716
"new.row.11125","27340",2006,41190
"new.row.11126","27340",2007,44856
"new.row.11127","27340",2008,47932
"new.row.11128","27340",2009,50922
"new.row.11129","27340",2010,54519
"new.row.11130","27340",2011,55525
"new.row.11131","27340",2012,56290
"new.row.11132","34820",1969,4919
"new.row.11133","34820",1970,5318
"new.row.11134","34820",1971,5739
"new.row.11135","34820",1972,6401
"new.row.11136","34820",1973,6941
