"","msa.fips","year","dividends.interest.and.rent"
"new.row.14846","31180",2010,1717188
"new.row.14847","31180",2011,1882327
"new.row.14848","31180",2012,2275291
"new.row.14849","31180",2013,2308096
"new.row.14850","32580",1969,47770
"new.row.14851","32580",1970,56852
"new.row.14852","32580",1971,64240
"new.row.14853","32580",1972,72936
"new.row.14854","32580",1973,86560
"new.row.14855","32580",1974,104568
"new.row.14856","32580",1975,121620
"new.row.14857","32580",1976,134065
"new.row.14858","32580",1977,153247
"new.row.14859","32580",1978,182570
"new.row.14860","32580",1979,214977
"new.row.14861","32580",1980,269482
"new.row.14862","32580",1981,337220
"new.row.14863","32580",1982,399022
"new.row.14864","32580",1983,429964
"new.row.14865","32580",1984,480007
"new.row.14866","32580",1985,532012
"new.row.14867","32580",1986,547007
"new.row.14868","32580",1987,549803
"new.row.14869","32580",1988,573467
"new.row.14870","32580",1989,664529
"new.row.14871","32580",1990,679707
"new.row.14872","32580",1991,728424
"new.row.14873","32580",1992,734457
"new.row.14874","32580",1993,750061
"new.row.14875","32580",1994,803304
"new.row.14876","32580",1995,869658
"new.row.14877","32580",1996,918615
"new.row.14878","32580",1997,959490
"new.row.14879","32580",1998,1001746
"new.row.14880","32580",1999,1031470
"new.row.14881","32580",2000,1080534
"new.row.14882","32580",2001,1146276
"new.row.14883","32580",2002,1124735
"new.row.14884","32580",2003,1125487
"new.row.14885","32580",2004,1208201
"new.row.14886","32580",2005,1388091
"new.row.14887","32580",2006,1437320
"new.row.14888","32580",2007,1585514
"new.row.14889","32580",2008,1902507
"new.row.14890","32580",2009,1802637
"new.row.14891","32580",2010,1790857
"new.row.14892","32580",2011,1941449
"new.row.14893","32580",2012,2138290
"new.row.14894","32580",2013,2185044
"new.row.14895","33260",1969,47600
"new.row.14896","33260",1970,51778
"new.row.14897","33260",1971,54873
"new.row.14898","33260",1972,59303
"new.row.14899","33260",1973,69008
"new.row.14900","33260",1974,84690
"new.row.14901","33260",1975,94593
"new.row.14902","33260",1976,103247
"new.row.14903","33260",1977,115730
"new.row.14904","33260",1978,142864
"new.row.14905","33260",1979,171610
"new.row.14906","33260",1980,215879
"new.row.14907","33260",1981,305289
"new.row.14908","33260",1982,366025
"new.row.14909","33260",1983,390756
"new.row.14910","33260",1984,437429
"new.row.14911","33260",1985,491644
"new.row.14912","33260",1986,476407
"new.row.14913","33260",1987,449313
"new.row.14914","33260",1988,516605
"new.row.14915","33260",1989,561058
"new.row.14916","33260",1990,661662
"new.row.14917","33260",1991,675417
"new.row.14918","33260",1992,673664
"new.row.14919","33260",1993,688738
"new.row.14920","33260",1994,740054
"new.row.14921","33260",1995,685376
"new.row.14922","33260",1996,714135
"new.row.14923","33260",1997,729269
"new.row.14924","33260",1998,753402
"new.row.14925","33260",1999,752526
"new.row.14926","33260",2000,858500
"new.row.14927","33260",2001,823878
"new.row.14928","33260",2002,761861
"new.row.14929","33260",2003,788690
"new.row.14930","33260",2004,847223
"new.row.14931","33260",2005,1003643
"new.row.14932","33260",2006,1188296
"new.row.14933","33260",2007,1238415
"new.row.14934","33260",2008,1511593
"new.row.14935","33260",2009,1236017
"new.row.14936","33260",2010,1279934
"new.row.14937","33260",2011,1346301
"new.row.14938","33260",2012,1792576
"new.row.14939","33260",2013,1812374
"new.row.14940","36220",1969,30247
"new.row.14941","36220",1970,33863
"new.row.14942","36220",1971,36709
"new.row.14943","36220",1972,39993
"new.row.14944","36220",1973,45978
"new.row.14945","36220",1974,56191
"new.row.14946","36220",1975,66956
"new.row.14947","36220",1976,73680
"new.row.14948","36220",1977,83235
"new.row.14949","36220",1978,96873
"new.row.14950","36220",1979,112245
"new.row.14951","36220",1980,145358
"new.row.14952","36220",1981,201310
"new.row.14953","36220",1982,255986
"new.row.14954","36220",1983,270588
"new.row.14955","36220",1984,298682
"new.row.14956","36220",1985,316862
"new.row.14957","36220",1986,297410
"new.row.14958","36220",1987,290634
"new.row.14959","36220",1988,308771
"new.row.14960","36220",1989,332524
"new.row.14961","36220",1990,317712
"new.row.14962","36220",1991,316258
"new.row.14963","36220",1992,311144
"new.row.14964","36220",1993,307581
"new.row.14965","36220",1994,314673
"new.row.14966","36220",1995,335157
"new.row.14967","36220",1996,346553
"new.row.14968","36220",1997,363125
"new.row.14969","36220",1998,380798
"new.row.14970","36220",1999,353509
"new.row.14971","36220",2000,385137
"new.row.14972","36220",2001,395374
"new.row.14973","36220",2002,381323
"new.row.14974","36220",2003,404908
"new.row.14975","36220",2004,376763
"new.row.14976","36220",2005,436520
"new.row.14977","36220",2006,480753
"new.row.14978","36220",2007,531706
"new.row.14979","36220",2008,619273
"new.row.14980","36220",2009,611194
"new.row.14981","36220",2010,553187
"new.row.14982","36220",2011,691513
"new.row.14983","36220",2012,791986
"new.row.14984","36220",2013,806997
"new.row.14985","41660",1969,40987
"new.row.14986","41660",1970,49082
"new.row.14987","41660",1971,52388
"new.row.14988","41660",1972,57972
"new.row.14989","41660",1973,65739
"new.row.14990","41660",1974,74764
"new.row.14991","41660",1975,84635
"new.row.14992","41660",1976,92999
"new.row.14993","41660",1977,106396
"new.row.14994","41660",1978,123388
"new.row.14995","41660",1979,137216
"new.row.14996","41660",1980,173549
"new.row.14997","41660",1981,229643
"new.row.14998","41660",1982,270400
"new.row.14999","41660",1983,292368
"new.row.15000","41660",1984,330017
"new.row.15001","41660",1985,353454
"new.row.15002","41660",1986,349855
"new.row.15003","41660",1987,345241
"new.row.15004","41660",1988,364052
"new.row.15005","41660",1989,418943
"new.row.15006","41660",1990,404697
"new.row.15007","41660",1991,404186
"new.row.15008","41660",1992,409080
"new.row.15009","41660",1993,421346
"new.row.15010","41660",1994,451730
"new.row.15011","41660",1995,491952
"new.row.15012","41660",1996,516276
"new.row.15013","41660",1997,533221
"new.row.15014","41660",1998,549103
"new.row.15015","41660",1999,552399
"new.row.15016","41660",2000,612597
"new.row.15017","41660",2001,629019
"new.row.15018","41660",2002,606807
"new.row.15019","41660",2003,637633
"new.row.15020","41660",2004,618997
"new.row.15021","41660",2005,717247
"new.row.15022","41660",2006,758320
"new.row.15023","41660",2007,841956
"new.row.15024","41660",2008,1063401
"new.row.15025","41660",2009,925986
"new.row.15026","41660",2010,929791
"new.row.15027","41660",2011,1043267
"new.row.15028","41660",2012,1168979
"new.row.15029","41660",2013,1188178
"new.row.15030","41700",1969,593935
"new.row.15031","41700",1970,715414
"new.row.15032","41700",1971,798817
"new.row.15033","41700",1972,870610
"new.row.15034","41700",1973,978286
"new.row.15035","41700",1974,1106762
"new.row.15036","41700",1975,1188927
"new.row.15037","41700",1976,1279921
"new.row.15038","41700",1977,1419981
"new.row.15039","41700",1978,1645920
"new.row.15040","41700",1979,1872301
"new.row.15041","41700",1980,2214377
"new.row.15042","41700",1981,2616848
"new.row.15043","41700",1982,3025347
"new.row.15044","41700",1983,3342975
"new.row.15045","41700",1984,3842734
"new.row.15046","41700",1985,4322773
"new.row.15047","41700",1986,4528562
"new.row.15048","41700",1987,4536242
"new.row.15049","41700",1988,4778048
"new.row.15050","41700",1989,5204430
"new.row.15051","41700",1990,5306044
"new.row.15052","41700",1991,5435136
"new.row.15053","41700",1992,5657190
"new.row.15054","41700",1993,5897291
"new.row.15055","41700",1994,6285450
"new.row.15056","41700",1995,6891162
"new.row.15057","41700",1996,7151479
"new.row.15058","41700",1997,7860077
"new.row.15059","41700",1998,8230418
"new.row.15060","41700",1999,8267053
"new.row.15061","41700",2000,8982746
"new.row.15062","41700",2001,8935826
"new.row.15063","41700",2002,8713410
"new.row.15064","41700",2003,9184704
"new.row.15065","41700",2004,9379760
"new.row.15066","41700",2005,10905094
"new.row.15067","41700",2006,11946248
"new.row.15068","41700",2007,13402371
"new.row.15069","41700",2008,14716591
"new.row.15070","41700",2009,13033557
"new.row.15071","41700",2010,13128900
"new.row.15072","41700",2011,16007159
"new.row.15073","41700",2012,17178921
"new.row.15074","41700",2013,17494601
"new.row.15075","43300",1969,38030
"new.row.15076","43300",1970,44771
"new.row.15077","43300",1971,43334
"new.row.15078","43300",1972,46884
"new.row.15079","43300",1973,54986
"new.row.15080","43300",1974,66257
"new.row.15081","43300",1975,72794
"new.row.15082","43300",1976,77121
"new.row.15083","43300",1977,85136
"new.row.15084","43300",1978,96118
"new.row.15085","43300",1979,108025
"new.row.15086","43300",1980,137635
"new.row.15087","43300",1981,168456
"new.row.15088","43300",1982,207454
"new.row.15089","43300",1983,225234
"new.row.15090","43300",1984,258326
"new.row.15091","43300",1985,289206
"new.row.15092","43300",1986,297172
"new.row.15093","43300",1987,292626
"new.row.15094","43300",1988,294001
"new.row.15095","43300",1989,320764
"new.row.15096","43300",1990,305344
"new.row.15097","43300",1991,305546
"new.row.15098","43300",1992,297472
"new.row.15099","43300",1993,296363
"new.row.15100","43300",1994,312743
"new.row.15101","43300",1995,338630
"new.row.15102","43300",1996,364457
"new.row.15103","43300",1997,382921
"new.row.15104","43300",1998,397795
"new.row.15105","43300",1999,402178
"new.row.15106","43300",2000,450219
"new.row.15107","43300",2001,458819
"new.row.15108","43300",2002,439255
"new.row.15109","43300",2003,461671
"new.row.15110","43300",2004,466193
"new.row.15111","43300",2005,501642
"new.row.15112","43300",2006,531036
"new.row.15113","43300",2007,641090
"new.row.15114","43300",2008,796984
"new.row.15115","43300",2009,681251
"new.row.15116","43300",2010,634916
"new.row.15117","43300",2011,701225
"new.row.15118","43300",2012,748154
"new.row.15119","43300",2013,762294
"new.row.15120","46340",1969,48802
"new.row.15121","46340",1970,55281
"new.row.15122","46340",1971,60279
"new.row.15123","46340",1972,66454
"new.row.15124","46340",1973,77631
"new.row.15125","46340",1974,93854
"new.row.15126","46340",1975,108166
"new.row.15127","46340",1976,118548
"new.row.15128","46340",1977,133901
"new.row.15129","46340",1978,158734
"new.row.15130","46340",1979,188295
"new.row.15131","46340",1980,240846
"new.row.15132","46340",1981,311668
"new.row.15133","46340",1982,384884
"new.row.15134","46340",1983,411072
"new.row.15135","46340",1984,456798
"new.row.15136","46340",1985,506764
"new.row.15137","46340",1986,514638
"new.row.15138","46340",1987,513944
"new.row.15139","46340",1988,556147
"new.row.15140","46340",1989,618716
"new.row.15141","46340",1990,629510
"new.row.15142","46340",1991,643813
"new.row.15143","46340",1992,629066
"new.row.15144","46340",1993,652403
"new.row.15145","46340",1994,694044
"new.row.15146","46340",1995,773169
"new.row.15147","46340",1996,801306
"new.row.15148","46340",1997,808756
"new.row.15149","46340",1998,902859
"new.row.15150","46340",1999,908021
"new.row.15151","46340",2000,1019922
"new.row.15152","46340",2001,990758
"new.row.15153","46340",2002,955171
"new.row.15154","46340",2003,1001904
"new.row.15155","46340",2004,1001876
"new.row.15156","46340",2005,1235995
"new.row.15157","46340",2006,1329827
"new.row.15158","46340",2007,1492263
"new.row.15159","46340",2008,1772193
"new.row.15160","46340",2009,1547735
"new.row.15161","46340",2010,1478158
"new.row.15162","46340",2011,1636433
"new.row.15163","46340",2012,1882461
"new.row.15164","46340",2013,1899758
"new.row.15165","47020",1969,24791
"new.row.15166","47020",1970,28444
"new.row.15167","47020",1971,31662
"new.row.15168","47020",1972,35460
"new.row.15169","47020",1973,40474
"new.row.15170","47020",1974,48354
"new.row.15171","47020",1975,55487
"new.row.15172","47020",1976,60223
"new.row.15173","47020",1977,67756
"new.row.15174","47020",1978,78418
"new.row.15175","47020",1979,91153
"new.row.15176","47020",1980,118823
"new.row.15177","47020",1981,158922
"new.row.15178","47020",1982,201050
"new.row.15179","47020",1983,208989
"new.row.15180","47020",1984,242820
"new.row.15181","47020",1985,265209
"new.row.15182","47020",1986,263336
"new.row.15183","47020",1987,260830
"new.row.15184","47020",1988,270988
"new.row.15185","47020",1989,303534
"new.row.15186","47020",1990,401659
"new.row.15187","47020",1991,360569
"new.row.15188","47020",1992,354983
"new.row.15189","47020",1993,373612
"new.row.15190","47020",1994,338596
"new.row.15191","47020",1995,382695
"new.row.15192","47020",1996,405316
"new.row.15193","47020",1997,423611
"new.row.15194","47020",1998,461121
"new.row.15195","47020",1999,467653
"new.row.15196","47020",2000,489441
"new.row.15197","47020",2001,502000
"new.row.15198","47020",2002,479089
"new.row.15199","47020",2003,502999
"new.row.15200","47020",2004,506277
"new.row.15201","47020",2005,533733
"new.row.15202","47020",2006,561738
"new.row.15203","47020",2007,659127
"new.row.15204","47020",2008,694784
"new.row.15205","47020",2009,615499
"new.row.15206","47020",2010,590923
"new.row.15207","47020",2011,656858
"new.row.15208","47020",2012,749778
"new.row.15209","47020",2013,763027
"new.row.15210","47380",1969,73451
"new.row.15211","47380",1970,84101
"new.row.15212","47380",1971,92920
"new.row.15213","47380",1972,102443
"new.row.15214","47380",1973,117413
"new.row.15215","47380",1974,138079
"new.row.15216","47380",1975,158384
"new.row.15217","47380",1976,170612
"new.row.15218","47380",1977,189518
"new.row.15219","47380",1978,214277
"new.row.15220","47380",1979,241025
"new.row.15221","47380",1980,300747
"new.row.15222","47380",1981,364334
"new.row.15223","47380",1982,442710
"new.row.15224","47380",1983,477691
"new.row.15225","47380",1984,539460
"new.row.15226","47380",1985,594645
"new.row.15227","47380",1986,617831
"new.row.15228","47380",1987,621555
"new.row.15229","47380",1988,619462
"new.row.15230","47380",1989,680570
"new.row.15231","47380",1990,672824
"new.row.15232","47380",1991,683909
"new.row.15233","47380",1992,659045
"new.row.15234","47380",1993,665006
"new.row.15235","47380",1994,689985
"new.row.15236","47380",1995,759429
"new.row.15237","47380",1996,802802
"new.row.15238","47380",1997,814203
"new.row.15239","47380",1998,871122
"new.row.15240","47380",1999,863444
"new.row.15241","47380",2000,943897
"new.row.15242","47380",2001,957755
"new.row.15243","47380",2002,907097
"new.row.15244","47380",2003,959876
"new.row.15245","47380",2004,911372
"new.row.15246","47380",2005,1075882
"new.row.15247","47380",2006,1163533
"new.row.15248","47380",2007,1286215
"new.row.15249","47380",2008,1423102
"new.row.15250","47380",2009,1302176
"new.row.15251","47380",2010,1284031
"new.row.15252","47380",2011,1420622
"new.row.15253","47380",2012,1624898
"new.row.15254","47380",2013,1652178
"new.row.15255","48660",1969,98417
"new.row.15256","48660",1970,112273
"new.row.15257","48660",1971,125241
"new.row.15258","48660",1972,130541
"new.row.15259","48660",1973,148826
"new.row.15260","48660",1974,166511
"new.row.15261","48660",1975,178475
"new.row.15262","48660",1976,190701
"new.row.15263","48660",1977,204338
"new.row.15264","48660",1978,233550
"new.row.15265","48660",1979,266235
"new.row.15266","48660",1980,311283
"new.row.15267","48660",1981,381386
"new.row.15268","48660",1982,422065
"new.row.15269","48660",1983,449683
"new.row.15270","48660",1984,500806
"new.row.15271","48660",1985,530323
"new.row.15272","48660",1986,530839
"new.row.15273","48660",1987,522912
"new.row.15274","48660",1988,551980
"new.row.15275","48660",1989,563128
"new.row.15276","48660",1990,596655
"new.row.15277","48660",1991,605015
"new.row.15278","48660",1992,597562
"new.row.15279","48660",1993,614169
"new.row.15280","48660",1994,653334
"new.row.15281","48660",1995,720135
"new.row.15282","48660",1996,739668
"new.row.15283","48660",1997,737646
"new.row.15284","48660",1998,786072
